row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5,numeric__Tổng
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",3.537.622,-,-,-,-,-,-,-,-,3.537.622,3537622.0,,,,,,,,,3537622.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,10.202.191,-,-,-,-,-,-,-,-,10.202.191,10202191.0,,,,,,,,,10202191.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),53.539.988,61.626,-,6.936.058,12.414.307,8.001.095,755.031,-,-,81.708.105,53539988.0,61626.0,,6936058.0,12414307.0,8001095.0,755031.0,,,81708105.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,112.609.046,15.862.606,29.958.469,630.816.860,429.842.076,361.227.245,111.809.258,74.138.372,72.295.214,1.838.559.146,112609046.0,15862606.0,29958469.0,630816860.0,429842076.0,361227245.0,111809258.0,74138372.0,72295214.0,1838559146.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,-,101.549.631,2.208.989,637.176,383.506,-,-,104.779.302,,,,101549631.0,2208989.0,637176.0,383506.0,,,104779302.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,-,152.453.107,47.941.870,8.273.187,761.679,-,-,209.429.843,,,,152453107.0,47941870.0,8273187.0,761679.0,,,209429843.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,-,547.131.704,194.442.335,198.846.824,261.833.836,46.917.212,4.123,1.249.176.034,,,,547131704.0,194442335.0,198846824.0,261833836.0,46917212.0,4123.0,1249176034.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,1.574.426,817.775,-,-,-,2.392.201,,,,,1574426.0,817775.0,,,,2392201.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,500.561,16.900.000,23.515.100,46.314.298,1.700.460,2.440.000,91.370.419,,,,500561.0,16900000.0,23515100.0,46314298.0,1700460.0,2440000.0,91370419.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),42.075.518,-,-,-,-,-,-,-,-,42.075.518,42075518.0,,,,,,,,,42075518.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,42.075.518,-,-,801.635.003,263.067.620,232.090.062,309.293.319,48.617.672,2.444.123,1.699.223.317,42075518.0,,,801635003.0,263067620.0,232090062.0,309293319.0,48617672.0,2444123.0,1699223317.0
Mức chênh nhạy cảm với lãi suất nội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,70.533.528,15.862.606,29.958.469,(170.818.143),166.774.456,129.137.183,(197.484.061),25.520.700,69.851.091,139.335.829,70533528.0,15862606.0,29958469.0,-170818143.0,166774456.0,129137183.0,-197484061.0,25520700.0,69851091.0,139335829.0
