row_label_raw,row_label_full,col_0,Mãsố,2021VND,2020VND,numeric__Mãsố,numeric__2021VND,numeric__2020VND
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(196.826.324.118),(152.283.827.929),14.0,-196826324118.0,-152283827929.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(84.327.066.950),(22.439.464.838),15.0,-84327066950.0,-22439464838.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(18.811.603.972),(24.356.003.625),17.0,-18811603972.0,-24356003625.0
Lưu chuyển tiền thuần từ hoạt độngkinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt độngkinh doanh,Lưu chuyển tiền thuần từ hoạt độngkinh doanh,20,716.302.426.835,538.365.310.631,20.0,716302426835.0,538365310631.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khác",21,(91.516.122.123),(352.364.557.723),21.0,-91516122123.0,-352364557723.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán tài sản cố địnhvà các tài sản dài hạn khác",22,10.039.876.060,-,22.0,10039876060.0,
Tiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba tháng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba tháng,Tiền chi cho vay và gửi tiền gửi có kỳ hạntrên ba tháng,23,(407.769.059.917),(119.517.828.822),23.0,-407769059917.0,-119517828822.0
"Tiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba tháng","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba tháng","Tiền thu hồi cho vay, nhận lại tiền gửi có kỳ hạntrên ba tháng",24,123.046.680.542,243.626.756.051,24.0,123046680542.0,243626756051.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,(1.414.665.052.915),(996.282.211.000),25.0,-1414665052915.0,-996282211000.0
Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,-,375.104.955.112,26.0,,375104955112.0
"Tiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm, cổtức và nhận phân phối lợi nhuận","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm, cổtức và nhận phân phối lợi nhuận","Tiền thu lãi tiền gửi, lãi cho vay, lãi trả chậm, cổtức và nhận phân phối lợi nhuận",27,128.091.159.349,298.716.156.359,27.0,128091159349.0,298716156359.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.652.772.519.004),(550.716.730.023),30.0,-1652772519004.0,-550716730023.0
