row_label_raw,row_label_full,col_0,Mẫu số B 09 - DN,Mẫu số B 09 - DN_1,numeric__Mẫu số B 09 - DN,numeric__Mẫu số B 09 - DN_1
Công ty TNHH MTV Dịch vụ bảo vệ C.E.O,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty TNHH MTV Dịch vụ bảo vệ C.E.O,Công ty TNHH MTV Dịch vụ bảo vệ C.E.O,52.800.000,52.800.000,52800000.0,52800000.0
Công ty TNHH MTV Phú Kiên Phú Quốc,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,6.516.000,-,6516000.0,
Công ty TNHH MTV Du lịch và Dịch vụ Happy Family,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty TNHH MTV Du lịch và Dịch vụ Happy Family,Công ty TNHH MTV Du lịch và Dịch vụ Happy Family,14.845.000,30.672.018,14845000.0,30672018.0
Công ty TNHH MTV Tư vấn thiết kế C.E.O,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,267.105.569,-,267105569.0,
Công ty TNHH C.E.O Hospitality,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,2.744.423.606,2.759.392.164,2744423606.0,2759392164.0
Phải trả khác,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Phải trả khác,Phải trả khác,6.536.958.902,91.260.273.973,6536958902.0,91260273973.0
Công ty TNHH C.E.O Quốc tế,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty TNHH C.E.O Quốc tế,Công ty TNHH C.E.O Quốc tế,-,86.700.000.000,,86700000000.0
Công ty CP Phát triển nhà và đô thị Phú Quốc,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty CP Phát triển nhà và đô thị Phú Quốc,Công ty CP Phát triển nhà và đô thị Phú Quốc,6.536.958.902,4.560.273.973,6536958902.0,4560273973.0
Vay,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Vay,Vay,210.000.000.000,170.000.000.000,210000000000.0,170000000000.0
Công ty CP Phát triển nhà và đô thị Phú Quốc,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty CP Phát triển nhà và đô thị Phú Quốc,Công ty CP Phát triển nhà và đô thị Phú Quốc,210.000.000.000,170.000.000.000,210000000000.0,170000000000.0
Trả trước cho người bán,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Trả trước cho người bán,Trả trước cho người bán,11.380.338.447,20.381.996.430,11380338447.0,20381996430.0
Công ty TNHH MTV Tư vấn thiết kế C.E.O,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,-,395.493.630,,395493630.0
Công ty CP Xây dựng C.E.O,(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,11.380.338.447,19.986.502.800,11380338447.0,19986502800.0
