row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2021VND,01/01/2021VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2021VND,numeric__01/01/2021VND
,,,- Nguyên giá,222,,31.844.262.669,32.853.468.028,,222.0,,31844262669.0,32853468028.0
,,,- Giá trị hao mòn lũy kế,223,,(22.016.672.117),(21.756.222.950),,223.0,,-22016672117.0,-21756222950.0
,,,- Nguyên giá,228,,2.925.326.637,2.925.326.637,,228.0,,2925326637.0,2925326637.0
,,,- Giá trị hao mòn lũy kế,229,,(2.925.326.637),(2.925.326.637),,229.0,,-2925326637.0,-2925326637.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,5.12,997.063.360.533,1.041.950.384.450,,240.0,512.0,997063360533.0,1041950384450.0
1.,1.,1.,Chi phí sản xuất kinh doanh dở dang dài hạn,241,,691.597.917.895,614.726.749.147,,241.0,,691597917895.0,614726749147.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,,305.465.442.638,427.223.635.303,,242.0,,305465442638.0,427223635303.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.2,2.140.795.821.160,1.881.108.821.160,,250.0,52.0,2140795821160.0,1881108821160.0
1.,1.,1.,Đầu tư vào công ty con,251,,2.088.221.316.160,1.562.591.316.160,,251.0,,2088221316160.0,1562591316160.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,,309.567.505.000,333.525.205.000,,252.0,,309567505000.0,333525205000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,22.800.000.000,22.800.000.000,,253.0,,22800000000.0,22800000000.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(279.793.000.000),(42.807.700.000),,254.0,,-279793000000.0,-42807700000.0
5.,5.,5.,Đầu tư nắm giữ đến ngày đáo hạn,255,,-,5.000.000.000,,255.0,,,5000000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,891.022.898,1.830.354.811,,260.0,,891022898.0,1830354811.0
1.,1.,1.,Chi phí trả trước dài hạn,261,,891.022.898,1.830.354.811,,261.0,,891022898.0,1830354811.0
,,,TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,5.446.226.879.868,4.923.334.828.330,,270.0,,5446226879868.0,4923334828330.0
