row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
13.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,"Thay đối nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(18.707.196),(26.755.450),,-18707196.0,-26755450.0
14.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,Thay đối khác về tài sản hoạt động,14.092.607,24.393.073,,14092607.0,24393073.0
,,,Những thay đối về công nợ hoạt động,333.557.155,196.486.340,,333557155.0,196486340.0
15.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,Thay đối các khoản nợ chính phủ và NHNN,132.469.999,(82.965.197),,132469999.0,-82965197.0
16.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,"Thay đối các khoản tiền gửi, tiền vay các TCTD khác",(28.180.466),94.891.878,,-28180466.0,94891878.0
17.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Thay đối tiền gửi của khách hàng,195.417.647,161.723.004,,195417647.0,161723004.0
18.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,Thay đối phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),36.302.363,24.005.308,,36302363.0,24005308.0
19.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"Thay đối vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(57.829),(154.422),,-57829.0,-154422.0
20.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,Thay đối các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(139.750),555.946,,-139750.0,555946.0
21.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 21.,21.,Thay đối khác về công nợ hoạt động,(2.254.809),(1.570.177),,-2254809.0,-1570177.0
I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,102.188.686,28.768.348,,102188686.0,28768348.0
