row_label_raw,row_label_full,Doanh thu bán hàng hóa và cung cấp dịch vụ,col_1,6.891.872.944,1.729.411.132,numeric__col_1,numeric__6.891.872.944,numeric__1.729.411.132
- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,39.441.600,25.480.400,,39441600.0,25480400.0
- Chi nhánh Công ty CP Thương mại Dịch vụ và Du lịch Cao su,- Chi nhánh Công ty CP Thương mại Dịch vụ và Du lịch Cao su,- Chi nhánh Công ty CP Thương mại Dịch vụ và Du lịch Cao su,Công ty con,51.545.456,30.068.182,,51545456.0,30068182.0
- Công ty CP Cao su Chu Sê - Kampongthom,- Công ty CP Cao su Chu Sê - Kampongthom,- Công ty CP Cao su Chu Sê - Kampongthom,Công ty liên kết,38.728.800,9.682.200,,38728800.0,9682200.0
- Công Ty CP Khu Công nghiệp Hồ Nai,- Công Ty CP Khu Công nghiệp Hồ Nai,- Công Ty CP Khu Công nghiệp Hồ Nai,Công ty liên kết,76.032.000,19.008.000,,76032000.0,19008000.0
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,372.724.000,54.812.636,,372724000.0,54812636.0
- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,Công ty con,296.596.080,125.585.020,,296596080.0,125585020.0
- Công ty CP Phát triển Đồ Thị và Khu Công,- Công ty CP Phát triển Đồ Thị và Khu Công,- Công ty CP Phát triển Đồ Thị và Khu Công,Công ty đầu tư,-,51.545.455,,,51545455.0
- Công ty CP Kho vận và Dịch vụ hàng hóa Cao su,- Công ty CP Kho vận và Dịch vụ hàng hóa Cao su,- Công ty CP Kho vận và Dịch vụ hàng hóa Cao su,Công ty con,228.096.000,94.242.182,,228096000.0,94242182.0
- Công ty CP Xây dựng và Tư vấn Đầu tư,- Công ty CP Xây dựng và Tư vấn Đầu tư,- Công ty CP Xây dựng và Tư vấn Đầu tư,Công ty liên kết,270.270.000,143.931.136,,270270000.0,143931136.0
- Công Ty TNHH Cao su Việt Lào,- Công Ty TNHH Cao su Việt Lào,- Công Ty TNHH Cao su Việt Lào,Công ty liên kết,-,9.090.909,,,9090909.0
- Công ty CP Xuất khẩu Cao su VRG Nhật Bản,- Công ty CP Xuất khẩu Cao su VRG Nhật Bản,- Công ty CP Xuất khẩu Cao su VRG Nhật Bản,Công ty con,142.560.000,64.003.636,,142560000.0,64003636.0
Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,Lợi nhuận tập trung từ Công ty TNHH MTV 100% vốn,1.553.759.788.229,1.129.121.218.613,,1553759788229.0,1129121218613.0
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,199.756.848.670,66.620.342.644,,199756848670.0,66620342644.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,9.564.897.131,3.745.519.467,,9564897131.0,3745519467.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,59.995.129.825,34.082.559.946,,59995129825.0,34082559946.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,46.194.710,2.554.410.874,,46194710.0,2554410874.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,42.338.934.369,(3.625.535.950),,42338934369.0,-3625535950.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,2.784.136.673,-,,2784136673.0,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,14.217.542.970,8.177.248.090,,14217542970.0,8177248090.0
- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,Công ty con,101.155.555,947.531.934,,101155555.0,947531934.0
- Công ty TNHH MTV Cao su Đầu Tiếng,- Công ty TNHH MTV Cao su Đầu Tiếng,- Công ty TNHH MTV Cao su Đầu Tiếng,Công ty con,394.921.936.932,665.613.108.407,,394921936932.0,665613108407.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,155.417.413.647,80.815.379.899,,155417413647.0,80815379899.0
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,656.257.878.396,255.590.403.990,,656257878396.0,255590403990.0
- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,Công ty con,6.320.273.410,8.233.162.081,,6320273410.0,8233162081.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,9.817.633.302,6.367.087.231,,9817633302.0,6367087231.0
- Viện nghiên cứu Cao su,- Viện nghiên cứu Cao su,- Viện nghiên cứu Cao su,Công ty con,375.546.218,-,,375546218.0,
- Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,- Trung tâm Y tế Cao su,Công ty con,305.039.245,-,,305039245.0,
- Trường Cao đẳng Công nghiệp Cao su,- Trường Cao đẳng Công nghiệp Cao su,- Trường Cao đẳng Công nghiệp Cao su,Công ty con,1.539.227.176,-,,1539227176.0,
