row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023 > Quá hạnTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Khônghuống lãiTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Dưới1 thángTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Từ trên 1đến3 thángTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Từ trên 3đến6 thángTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Từ trên 6đến12 thángTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Từ trên 1đến5 nămTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Trên 5 nămTriệu VND,Tại ngày 31 tháng 12 năm 2023 > Tổng cộngTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Quá hạnTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Khônghuống lãiTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Dưới1 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Từ trên 1đến3 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Từ trên 3đến6 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Từ trên 6đến12 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Từ trên 1đến5 nămTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Trên 5 nămTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2023 > Tổng cộngTriệu VND
,,,3.449.320,18.909.817,103.742.984,106.145.611,58.206.181,91.161.823,21.845.525,11.006.828,414.468.089,3449320.0,18909817.0,103742984.0,106145611.0,58206181.0,91161823.0,21845525.0,11006828.0,414468089.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,84.403.758,11.668.539,2.567.406,18,-,-,98.639.721,,,84403758.0,11668539.0,2567406.0,18.0,,,98639721.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,345.677,88.873.869,48.530.182,68.110.695,20.614.082,10.528.974,-,237.003.479,,345677.0,88873869.0,48530182.0,68110695.0,20614082.0,10528974.0,,237003479.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,799,6.131,-,-,-,-,6.930,,,799.0,6131.0,,,,,6930.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,1.110,-,-,6.100.000,1.082.126,15.503.700,1.210.000,23.896.936,,1110.0,,,6100000.0,1082126.0,15503700.0,1210000.0,23896936.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,12.783.094,-,-,-,-,-,-,12.783.094,,12783094.0,,,,,,,12783094.0
,,,-,13.129.881,173.278.426,60.204.852,76.778.101,21.696.226,26.032.674,1.210.000,372.330.160,,13129881.0,173278426.0,60204852.0,76778101.0,21696226.0,26032674.0,1210000.0,372330160.0
Mức chênh lệch nhạy cảm với lãi suất - nội bằng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất - nội bằng,Mức chênh lệch nhạy cảm với lãi suất - nội bằng,3.449.320,5.779.936,(69.535.442),45.940.759,(18.571.920),69.465.597,(4.187.149),9.796.828,42.137.929,3449320.0,5779936.0,-69535442.0,45940759.0,-18571920.0,69465597.0,-4187149.0,9796828.0,42137929.0
Các cam kết ngoại bảng có tác độngtới mức độ nhạy cảm với lãi suất củacác tài sản và nợ phải trả (thuân),Nợ phải trả > Các cam kết ngoại bảng có tác độngtới mức độ nhạy cảm với lãi suất củacác tài sản và nợ phải trả (thuân),Các cam kết ngoại bảng có tác độngtới mức độ nhạy cảm với lãi suất củacác tài sản và nợ phải trả (thuân),-,-,148.616,(17.513),39.474,(11.492),-,-,159.085,,,148616.0,-17513.0,39474.0,-11492.0,,,159085.0
"Mức chênh nhạy cảm với lãi suất nội,ngoại bằng","Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội,ngoại bằng","Mức chênh nhạy cảm với lãi suất nội,ngoại bằng",3.449.320,5.779.936,(69.386.826),45.923.246,(18.532.446),69.454.105,(4.187.149),9.796.828,42.297.014,3449320.0,5779936.0,-69386826.0,45923246.0,-18532446.0,69454105.0,-4187149.0,9796828.0,42297014.0
