row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND(Phân loại lại),numeric__2024Triệu VND,numeric__2023Triệu VND(Phân loại lại)
Thay đổi về tài sản hoạt động,Thay đổi về tài sản hoạt động,Thay đổi về tài sản hoạt động,Thay đổi về tài sản hoạt động,Thay đổi về tài sản hoạt động,,
(Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,Thay đổi về tài sản hoạt động > (Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,(Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,(43.925.557),12.923.370,-43925557.0,12923370.0
Giảm/(tăng) các khoản chứng khoán đầu tư,Thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản chứng khoán đầu tư,Giảm/(tăng) các khoản chứng khoán đầu tư,10.610.466,(21.705.895),10610466.0,-21705895.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Thay đổi về tài sản hoạt động > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(665.151),(135.763),-665151.0,-135763.0
Tăng các khoản cho vay khách hàng,Thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,(57.656.519),(34.314.112),-57656519.0,-34314112.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất","Thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất",(2.941.305),(3.662.477),-2941305.0,-3662477.0
Giảm khác về tài sản hoạt động,Thay đổi về tài sản hoạt động > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,1.153.216,3.206.997,1153216.0,3206997.0
Thay đổi về nợ hoạt động,Thay đổi về nợ hoạt động,Thay đổi về nợ hoạt động,Thay đổi về nợ hoạt động,Thay đổi về nợ hoạt động,,
Tăng các khoản nợ Chính phủ và NHNNVN,Thay đổi về nợ hoạt động > Tăng các khoản nợ Chính phủ và NHNNVN,Tăng các khoản nợ Chính phủ và NHNNVN,18.586.891,-,18586891.0,
Tăng tiền gửi và vay các TCTD khác,Thay đổi về nợ hoạt động > Tăng tiền gửi và vay các TCTD khác,Tăng tiền gửi và vay các TCTD khác,24.560.864,27.473.280,24560864.0,27473280.0
Tăng tiền gửi của khách hàng,Thay đổi về nợ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,39.568.854,36.493.421,39568854.0,36493421.0
Giảm phát hành giấy tờ có giá,Thay đổi về nợ hoạt động > Giảm phát hành giấy tờ có giá,Giảm phát hành giấy tờ có giá,(594.357),(7.877.882),-594357.0,-7877882.0
"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Thay đổi về nợ hoạt động > Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",(1.562),(1.162),-1562.0,-1162.0
(Giảm)/tăng khác về nợ hoạt động,Thay đổi về nợ hoạt động > (Giảm)/tăng khác về nợ hoạt động,(Giảm)/tăng khác về nợ hoạt động,(1.802.078),5.159.455,-1802078.0,5159455.0
LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,Thay đổi về nợ hoạt động > LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,(1.492.303),30.281.081,-1492303.0,30281081.0
