row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,
09.,Những thay đổi về tài sản hoạt động > 09.,09.,(Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,,100.000,(400.000),,,100000.0,-400000.0
10.,Những thay đổi về tài sản hoạt động > 10.,10.,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,297.848,1.017.114,,,297848.0,1017114.0
11.,Những thay đổi về tài sản hoạt động > 11.,11.,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(5.917),(668),,,-5917.0,-668.0
12.,Những thay đổi về tài sản hoạt động > 12.,12.,(Tăng)/Giảm các khoản cho vay khách hàng,,(890.599),(885.852),,,-890599.0,-885852.0
13.,Những thay đổi về tài sản hoạt động > 13.,13.,(Giảm)/Tăng nguồn dự phòng để bù đắp tổn thất các khoản,,(159.610),(22.558),,,-159610.0,-22558.0
14.,Những thay đổi về tài sản hoạt động > 14.,14.,(Tăng)/Giảm khác về tài sản hoạt động,,(40.612),(186.313),,,-40612.0,-186313.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15.,15.,15.,Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,,-,-,,,,
16.,15. > 16.,16.,"Tăng/(Giảm) tiền gửi, tiền vay các TCTD",,(1.565.614),1.263.420,,,-1565614.0,1263420.0
17.,15. > 17.,17.,Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,2.555.876,989.323,,,2555876.0,989323.0
18.,18.,18.,Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),,-,-,,,,
19.,19.,19.,"Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi ro",,-,-,,,,
20.,20.,20.,Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,-,,,,
21.,20. > 21.,21.,Tăng/(Giảm) khác về công nợ hoạt động,,(39.056),(20.801),,,-39056.0,-20801.0
22.,22.,22.,Chi từ các quỹ của TCTD,,-,-,,,,
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,22. > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,655.308,2.158.162,,,655308.0,2158162.0
