row_label_raw,row_label_full,col_0,Thuyết minh,2018Triệu đồng,2017Triệu đồng,numeric__Thuyết minh,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,Những thay đổi về tài sản hoạt động > Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,Các khoản tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,,1.068.172,2.998.424,,1068172.0,2998424.0
Các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Các khoản về kinh doanh chứng khoán,Các khoản về kinh doanh chứng khoán,,(2.149.369),2.689.025,,-2149369.0,2689025.0
Các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Các khoản cho vay khách hàng,Các khoản cho vay khách hàng,,(38.593.215),(37.795.799),,-38593215.0,-37795799.0
"Nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(10.676.250),(6.784.262),,-10676250.0,-6784262.0
Thay đổi khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Thay đổi khác về tài sản hoạt động,Thay đổi khác về tài sản hoạt động,,(2.396.348),(3.169.515),,-2396348.0,-3169515.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,
Các khoản nợ Chính phủ và Ngân hàng,Các khoản nợ Chính phủ và Ngân hàng,Các khoản nợ Chính phủ và Ngân hàng,,,,,,
Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng > Nhà nước Việt Nam,Nhà nước Việt Nam,,3.755.329,(1.077.671),,3755329.0,-1077671.0
"Các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Các khoản nợ Chính phủ và Ngân hàng > Các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Các khoản tiền gửi, tiền vay các TCTC, TCTD khác",,16.167.602,4.364.520,,16167602.0,4364520.0
Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Các khoản nợ Chính phủ và Ngân hàng > Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,37.300.059,9.763.386,,37300059.0,9763386.0
Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Các khoản nợ Chính phủ và Ngân hàng > Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(14.946.570),17.454.078,,-14946570.0,17454078.0
"Vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tin dụng chịu rủi ro","Các khoản nợ Chính phủ và Ngân hàng > Vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tin dụng chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tin dụng chịu rủi ro",,872,2.509.578,,872.0,2509578.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các khoản nợ Chính phủ và Ngân hàng > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,(141.898),(30.856),,-141898.0,-30856.0
Thay đổi khác về công nợ hoạt động,Các khoản nợ Chính phủ và Ngân hàng > Thay đổi khác về công nợ hoạt động,Thay đổi khác về công nợ hoạt động,,912.972,1.298.474,,912972.0,1298474.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Các khoản nợ Chính phủ và Ngân hàng > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,8.686.319,9.215.782,,8686319.0,9215782.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Mua sắm tài sản cố định,Các khoản nợ Chính phủ và Ngân hàng > LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Mua sắm tài sản cố định,,(118.535),(214.416),,-118535.0,-214416.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","Các khoản nợ Chính phủ và Ngân hàng > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,453,237.074,,453.0,237074.0
"Thu từ bán, thanh lý bất động sản đầu tư","Các khoản nợ Chính phủ và Ngân hàng > Thu từ bán, thanh lý bất động sản đầu tư","Thu từ bán, thanh lý bất động sản đầu tư",,-,10.000,,,10000.0
"Tiền chi ra do bán, thanh lý bất động sản đầu tư","Các khoản nợ Chính phủ và Ngân hàng > Tiền chi ra do bán, thanh lý bất động sản đầu tư","Tiền chi ra do bán, thanh lý bất động sản đầu tư",,-,(52),,,-52.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","Các khoản nợ Chính phủ và Ngân hàng > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,-,(30.000),,,-30000.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","Các khoản nợ Chính phủ và Ngân hàng > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,157.740,,,157740.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Các khoản nợ Chính phủ và Ngân hàng > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,845,598,,845.0,598.0
Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,Các khoản nợ Chính phủ và Ngân hàng > Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,,(117.237),160.944,,-117237.0,160944.0
