row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Đến 1 thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 6thángTriệu đồng,Từ 6 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Đến 1 thángTriệu đồng,numeric__Từ 1 - 3thángTriệu đồng,numeric__Từ 3 - 6thángTriệu đồng,numeric__Từ 6 - 12thángTriệu đồng,numeric__Từ 1 - 5nămTriệu đồng,numeric__Trên 5nămTriệu đồng,numeric__Tổng cộngTriệu đồng
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,8.639.002,16.457.068,73.867.884,40.466.709,41.446.311,73.156.900,65.447.378,8.533.075,328.014.327,8639002.0,16457068.0,73867884.0,40466709.0,41446311.0,73156900.0,65447378.0,8533075.0,328014327.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,-,-,1.759.226,2.003.648,16.417,2.052,-,-,3.781.343,,,1759226.0,2003648.0,16417.0,2052.0,,,3781343.0
"Tiền gửi và vay các TCTC, TCTD khác","Nợ phải trả > Tiền gửi và vay các TCTC, TCTD khác","Tiền gửi và vay các TCTC, TCTD khác",-,-,28.080.307,14.939.536,7.413.871,3.797.737,-,-,54.231.451,,,28080307.0,14939536.0,7413871.0,3797737.0,,,54231451.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,64.347.872,27.730.639,36.601.393,27.748.835,14.420.529,1.603,170.850.871,,,64347872.0,27730639.0,36601393.0,27748835.0,14420529.0,1603.0,170850871.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,543.441,1.085.834,1.793.460,(1.301.578),(2.102.586),-,18.571,,,543441.0,1085834.0,1793460.0,-1301578.0,-2102586.0,,18571.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,164.825,164.824,-,-,-,-,329.649,,,164825.0,164824.0,,,,,329649.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,3.140.488,7.409.029,14.558.559,15.887.168,7.662.792,-,48.658.036,,,3140488.0,7409029.0,14558559.0,15887168.0,7662792.0,,48658036.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,10.638.574,-,32.555,-,-,-,-,10.671.129,,10638574.0,,32555.0,,,,,10671129.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,10.638.574,98.036.159,53.366.065,60.383.700,46.134.214,19.980.735,1.603,288.541.050,,10638574.0,98036159.0,53366065.0,60383700.0,46134214.0,19980735.0,1603.0,288541050.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,8.639.002,5.818.494,(24.168.275),(12.899.356),(18.937.389),27.022.686,45.466.643,8.531.472,39.473.277,8639002.0,5818494.0,-24168275.0,-12899356.0,-18937389.0,27022686.0,45466643.0,8531472.0,39473277.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,-,-,645.515,516.041,(232.060),(929.496),-,-,,,,645515.0,516041.0,-232060.0,-929496.0,,
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",8.639.002,5.818.494,(24.168.275),(12.253.841),(18.421.348),26.790.626,44.537.147,8.531.472,39.473.277,8639002.0,5818494.0,-24168275.0,-12253841.0,-18421348.0,26790626.0,44537147.0,8531472.0,39473277.0
