row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,10.811.098,10.996.975,,10811098.0,10996975.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,6.409.409,6.422.382,14.0,6409409.0,6422382.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,15.445.093,14.817.602,,15445093.0,14817602.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(9.035.684),(8.395.220),,-9035684.0,-8395220.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15,4.401.689,4.574.593,15.0,4401689.0,4574593.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,6.387.313,6.302.326,,6387313.0,6302326.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.985.624),(1.727.733),,-1985624.0,-1727733.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,16,33.757.479,32.651.217,16.0,33757479.0,32651217.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,16.1,22.822.852,22.349.498,161.0,22822852.0,22349498.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,7.799.044,6.675.886,,7799044.0,6675886.0
Tài sản thuế TNDN hoãn lại,TÀI SẢN > Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,23.1,-,91.609,231.0,,91609.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,16.2,3.208.896,3.545.301,162.0,3208896.0,3545301.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản > Có nội bằng khác,Có nội bằng khác,16.3,(73.313),(11.077),163.0,-73313.0,-11077.0
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.341.436.468,1.240.711.475,,1341436468.0,1240711475.0
