row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Mối quan hệ,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Công ty TNHH Đầu tư xây dựng và Phát triển hạ tầng Dabaco,Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2) > Công ty TNHH Đầu tư xây dựng và Phát triển hạ tầng Dabaco,Công ty TNHH Đầu tư xây dựng và Phát triển hạ tầng Dabaco,Công ty con,-,32.263.526.683,,,32263526683.0
,,,,-,32.263.526.683,,,32263526683.0
Phải thu khác từ thành viên quản lý chủ chốt(Thuyết minh số 7),Trả trước cho người bán ngắn hạn (Thuyết minh số 6.2) > Phải thu khác từ thành viên quản lý chủ chốt(Thuyết minh số 7),Phải thu khác từ thành viên quản lý chủ chốt(Thuyết minh số 7),Phải thu khác từ thành viên quản lý chủ chốt(Thuyết minh số 7),10.000.000.000,10.000.000.000,,10000000000.0,10000000000.0
,,,,10.000.000.000,10.000.000.000,,10000000000.0,10000000000.0
Phải trả người bán (Thuyết minh số 14),Phải trả người bán (Thuyết minh số 14),Phải trả người bán (Thuyết minh số 14),Phải trả người bán (Thuyết minh số 14),Phải trả người bán (Thuyết minh số 14),Phải trả người bán (Thuyết minh số 14),,,
Công ty Cổ phần Transeco,Phải trả người bán (Thuyết minh số 14) > Công ty Cổ phần Transeco,Công ty Cổ phần Transeco,Công ty liên kết,4.902.246.483,7.869.438.155,,4902246483.0,7869438155.0
,,,,4.902.246.483,7.869.438.155,,4902246483.0,7869438155.0
Người mua trả tiền trước (Thuyết minh số 15),Người mua trả tiền trước (Thuyết minh số 15),Người mua trả tiền trước (Thuyết minh số 15),Người mua trả tiền trước (Thuyết minh số 15),Người mua trả tiền trước (Thuyết minh số 15),Người mua trả tiền trước (Thuyết minh số 15),,,
Công ty TNHH Cụm KCN Khúc Xuyên,Người mua trả tiền trước (Thuyết minh số 15) > Công ty TNHH Cụm KCN Khúc Xuyên,Công ty TNHH Cụm KCN Khúc Xuyên,Công ty con,74.933.614.262,203.667.221.988,,74933614262.0,203667221988.0
Công ty TNHH Nutreco,Người mua trả tiền trước (Thuyết minh số 15) > Công ty TNHH Nutreco,Công ty TNHH Nutreco,Công ty con,45.979.223.545,105.527.368.201,,45979223545.0,105527368201.0
Công ty TNHH Đầu tư và Phát triển Chăn nuôi Lợn Dabaco,Người mua trả tiền trước (Thuyết minh số 15) > Công ty TNHH Đầu tư và Phát triển Chăn nuôi Lợn Dabaco,Công ty TNHH Đầu tư và Phát triển Chăn nuôi Lợn Dabaco,Công ty con,-,15.615.680.063,,,15615680063.0
Công ty TNHH Du lịch và Khách sạn Le Indochina,Người mua trả tiền trước (Thuyết minh số 15) > Công ty TNHH Du lịch và Khách sạn Le Indochina,Công ty TNHH Du lịch và Khách sạn Le Indochina,Công ty con,8.709.811.206,-,,8709811206.0,
Công ty TNHH Lợn giống Lạc Vệ,Người mua trả tiền trước (Thuyết minh số 15) > Công ty TNHH Lợn giống Lạc Vệ,Công ty TNHH Lợn giống Lạc Vệ,Công ty con,-,10.562.758.432,,,10562758432.0
Công ty TNHH MTV Chế biển Thực phẩm Dabaco,Người mua trả tiền trước (Thuyết minh số 15) > Công ty TNHH MTV Chế biển Thực phẩm Dabaco,Công ty TNHH MTV Chế biển Thực phẩm Dabaco,Công ty liên kết,-,12.198.000,,,12198000.0
,,,,129.622.649.013,335.385.226.684,,129622649013.0,335385226684.0
