row_label_raw,row_label_full,CHỈ TIÊU,TM,Năm nay,Năm trước,numeric__TM,numeric__Năm nay,numeric__Năm trước
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > 09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,09. (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,,3.100.000.000.000,(2.550.000.000.000),,3100000000000.0,-2550000000000.0
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(5.047.215.934.817),(6.715.203.497.051),,-5047215934817.0,-6715203497051.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(201.725.492.000),-,,-201725492000.0,
12. (Tăng)/Giảm các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > 12. (Tăng)/Giảm các khoản cho vay khách hàng,12. (Tăng)/Giảm các khoản cho vay khách hàng,,(8.825.979.687.080),(10.856.495.421.521),,-8825979687080.0,-10856495421521.0
13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,Những thay đổi về tài sản hoạt động > 13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,13. Giảm nguồn dự phòng để bù đắp tồn thất các khoản,,(913.549.415.197),(544.343.362.087),,-913549415197.0,-544343362087.0
14. (Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > 14. (Tăng)/Giảm khác về tài sản hoạt động,14. (Tăng)/Giảm khác về tài sản hoạt động,,(1.925.321.020.944),1.396.887.548.647,,-1925321020944.0,1396887548647.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,Những thay đổi về công nợ hoạt động > 15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,2.646.807.689.724,2.089.135.194.031,,2646807689724.0,2089135194031.0
16. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,Những thay đổi về công nợ hoạt động > 16. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,16. Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,,5.283.253.979.830,221.477.080.562,,5283253979830.0,221477080562.0
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Những thay đổi về công nợ hoạt động > 17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,8.790.517.014.779,3.594.552.660.883,,8790517014779.0,3594552660883.0
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > 18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),,2.813.830.500.000,1.659.000.000.000,,2813830500000.0,1659000000000.0
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > 19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,20.319.696.706,-,,20319696706.0,
19. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về công nợ hoạt động > 19. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,19. Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,(8.625.190.000),(8.416.150.000),,-8625190000.0,-8416150000.0
20. Tăng/(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > 20. Tăng/(Giảm) khác về công nợ hoạt động,20. Tăng/(Giảm) khác về công nợ hoạt động,,(51.449.013.875),(169.381.188.708),,-51449013875.0,-169381188708.0
21. Chi từ các quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > 21. Chi từ các quỹ của tổ chức tín dụng,21. Chi từ các quỹ của tổ chức tín dụng,,(4.672.850.000),(2.882.100.000),,-4672850000.0,-2882100000.0
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,,7.801.374.240.320,(7.697.073.884.166),,7801374240320.0,-7697073884166.0
