row_label_raw,row_label_full,col_0,Năm 2022triệu đồng,Năm 2021triệu đồng,numeric__Năm 2022triệu đồng,numeric__Năm 2021triệu đồng
CT TNHH KEM CS Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CT TNHH KEM CS Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CT TNHH KEM CS Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CT TNHH KEM CS Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CT TNHH KEM CS Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,,
Tiền gửi,CT TNHH KEM CS Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị > Tiền gửi,Tiền gửi,(1),-,-1.0,
"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này",,
Thù lao Hội đồng quản trị,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này > Thù lao Hội đồng quản trị",Thù lao Hội đồng quản trị,(16.363),(18.421),-16363.0,-18421.0
Thù lao của Ban kiểm soát,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này > Thù lao của Ban kiểm soát",Thù lao của Ban kiểm soát,(4.783),(4.783),-4783.0,-4783.0
Lương của Tổng Giám đốc và các Phó Tổng Giám đốc,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này > Lương của Tổng Giám đốc và các Phó Tổng Giám đốc",Lương của Tổng Giám đốc và các Phó Tổng Giám đốc,(35.689),(27.985),-35689.0,-27985.0
Thu nhập lãi tiền vay,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này > Thu nhập lãi tiền vay",Thu nhập lãi tiền vay,1.295,1.705,1295.0,1705.0
Thu nhập từ phí dịch vụ,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này > Thu nhập từ phí dịch vụ",Thu nhập từ phí dịch vụ,64,263,64.0,263.0
Chi phí lãi tiền gửi,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này > Chi phí lãi tiền gửi",Chi phí lãi tiền gửi,(2.642),(2.112),-2642.0,-2112.0
Chi phí lãi giấy tờ có giá,"Thành viên Hội đồng Quản trị, Ban Điều hành, Ban kiểm soát và những người có liên quan của các thành viên này > Chi phí lãi giấy tờ có giá",Chi phí lãi giấy tờ có giá,(33),(7),-33.0,-7.0
