row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Năm 2018 VND,Năm 2017 VND,numeric__Tính chất giao dịch,numeric__Năm 2018 VND,numeric__Năm 2017 VND
Đào Tiến Dũng,Giao dịch từ đi vay > Đào Tiến Dũng,Đào Tiến Dũng,Lãi vay,-,847.807.021,,,847807021.0
Đào Tiến Dũng,Giao dịch từ đi vay > Đào Tiến Dũng,Đào Tiến Dũng,Đi vay,-,10.000.000.000,,,10000000000.0
Trần Thùy Anh,Giao dịch từ đi vay > Trần Thùy Anh,Trần Thùy Anh,Lãi vay,-,387.265.532,,,387265532.0
Trần Thùy Anh,Giao dịch từ đi vay > Trần Thùy Anh,Trần Thùy Anh,Đi vay,-,14.701.000.000,,,14701000000.0
Đỗ Quý Đường,Giao dịch từ đi vay > Đỗ Quý Đường,Đỗ Quý Đường,Lãi vay,-,546.078.175,,,546078175.0
Đỗ Quý Đường,Giao dịch từ đi vay > Đỗ Quý Đường,Đỗ Quý Đường,Đi vay,-,5.000.000.000,,,5000000000.0
Lê Việt Dũng,Giao dịch từ đi vay > Lê Việt Dũng,Lê Việt Dũng,Lãi vay,-,206.122.535,,,206122535.0
Lê Việt Dũng,Giao dịch từ đi vay > Lê Việt Dũng,Lê Việt Dũng,Đi vay,-,9.500.000.000,,,9500000000.0
Bùi Thị Hải Yến,Giao dịch từ đi vay > Bùi Thị Hải Yến,Bùi Thị Hải Yến,Lãi vay,81.250.000,1.496.314.732,,81250000.0,1496314732.0
Giao dịch phải trả khác,Giao dịch phải trả khác,Giao dịch phải trả khác,Giao dịch phải trả khác,Giao dịch phải trả khác,Giao dịch phải trả khác,,,
Trần Hoài Anh,Giao dịch phải trả khác > Trần Hoài Anh,Trần Hoài Anh,Đi vay,-,104.349.471.000,,,104349471000.0
Công ty CP Xây lắp Hải Phát,Giao dịch phải trả khác > Công ty CP Xây lắp Hải Phát,Công ty CP Xây lắp Hải Phát,Đi vay,-,50.000.000.000,,,50000000000.0
Công ty CP Đầu tư Đại Đông Á,Giao dịch phải trả khác > Công ty CP Đầu tư Đại Đông Á,Công ty CP Đầu tư Đại Đông Á,Đi vay,5.000.000.000,35.000.000.000,,5000000000.0,35000000000.0
Lê Tiến Hùng,Giao dịch phải trả khác > Lê Tiến Hùng,Lê Tiến Hùng,Đi vay,-,186.359.170.000,,,186359170000.0
Lê Tiến Hùng,Giao dịch phải trả khác > Lê Tiến Hùng,Lê Tiến Hùng,Đi vay,52.000.000.000,-,,52000000000.0,
Công ty CP Đầu tư Hải Phát Thủ Đô,Giao dịch phải trả khác > Công ty CP Đầu tư Hải Phát Thủ Đô,Công ty CP Đầu tư Hải Phát Thủ Đô,Quản lý vốn tập trung,79.000.000.000,-,,79000000000.0,
Công ty TNHH HP Hospitality Nha Trang,Giao dịch phải trả khác > Công ty TNHH HP Hospitality Nha Trang,Công ty TNHH HP Hospitality Nha Trang,Quản lý vốn tập trung,87.800.000.000,-,,87800000000.0,
Giao dịch nhận ký quỹ ký cược,Giao dịch nhận ký quỹ ký cược,Giao dịch nhận ký quỹ ký cược,Giao dịch nhận ký quỹ ký cược,Giao dịch nhận ký quỹ ký cược,Giao dịch nhận ký quỹ ký cược,,,
Công ty CP Đầu tư Đại Đông Á,Giao dịch nhận ký quỹ ký cược > Công ty CP Đầu tư Đại Đông Á,Công ty CP Đầu tư Đại Đông Á,Tiền đặt cọc,20.000.000.000,-,,20000000000.0,
