row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2024VND,01/01/2024VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
III.,III.,III.,Bất động sản đầu tư,230,5.12,19.571.578.292,19.959.772.544,,230.0,512.0,19571578292.0,19959772544.0
1.,1.,1.,Nguyên giá,231,,49.576.252.218,49.576.252.218,,231.0,,49576252218.0,49576252218.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(30.004.673.926),(29.616.479.674),,232.0,,-30004673926.0,-29616479674.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,17.222.184.505,19.138.242.428,,240.0,,17222184505.0,19138242428.0
1.,1.,1.,Chi phí sản xuất kinh doanh dở dang dài hạn,241,5.14,,4.127.305.412,,241.0,514.0,,4127305412.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.15,17.222.184.505,15.010.937.016,,242.0,515.0,17222184505.0,15010937016.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.17,143.528.695.780,140.941.998.090,,250.0,517.0,143528695780.0,140941998090.0
1.,1.,1.,Đầu tư vào công ty con,251,5.17,28.771.200.000,28.771.200.000,,251.0,517.0,28771200000.0,28771200000.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,5.17,87.693.367.211,85.090.886.430,,252.0,517.0,87693367211.0,85090886430.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,5.17,90.606.925.910,90.606.925.910,,253.0,517.0,90606925910.0,90606925910.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(63.542.797.341),(63.527.014.250),,254.0,,-63542797341.0,-63527014250.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,222.181.004.921,224.218.983.807,,260.0,,222181004921.0,224218983807.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,222.181.004.921,224.131.617.228,,261.0,59.0,222181004921.0,224131617228.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,5.16,,87.366.579,,262.0,516.0,,87366579.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,6.327.874.252.892,6.232.738.163.285,,270.0,,6327874252892.0,6232738163285.0
