row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản: > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,2.063.488.590.243,(605.021.444.932),,2063488590243.0,-605021444932.0
LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ > 21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","21 Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(32.274.316.369),(64.584.467.931),,-32274316369.0,-64584467931.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","22 Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,369.756.959.991,954.545.455,,369756959991.0,954545455.0
"23 Tiền gửi có kỳ hạn tại ngân hàng, trái phiếu và tiến chi cho vay ngắn hạn","LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ > 23 Tiền gửi có kỳ hạn tại ngân hàng, trái phiếu và tiến chi cho vay ngắn hạn","23 Tiền gửi có kỳ hạn tại ngân hàng, trái phiếu và tiến chi cho vay ngắn hạn",,(1.915.340.023.349),(1.132.821.155.000),,-1915340023349.0,-1132821155000.0
"24 Tiền thu hồi tiền gửi có kỳ hạn tại ngân hàng, trái phiếu và cho vay ngắn hạn","LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi tiền gửi có kỳ hạn tại ngân hàng, trái phiếu và cho vay ngắn hạn","24 Tiền thu hồi tiền gửi có kỳ hạn tại ngân hàng, trái phiếu và cho vay ngắn hạn",,2.127.264.961.578,340.068.051.493,,2127264961578.0,340068051493.0
25 Tiền chi đầu tư góp vốn vào công ty con,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ > 25 Tiền chi đầu tư góp vốn vào công ty con,25 Tiền chi đầu tư góp vốn vào công ty con,,(2.245.000.000.000),-,,-2245000000000.0,
"27 Tiền thu lãi tiền gửi, trái phiếu và cho vay ngắn hạn","LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi tiền gửi, trái phiếu và cho vay ngắn hạn","27 Tiền thu lãi tiền gửi, trái phiếu và cho vay ngắn hạn",,102.334.110.367,15.087.471.161,,102334110367.0,15087471161.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.593.258.307.782),(841.295.554.822),,-1593258307782.0,-841295554822.0
LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH,,,
31 Tiền thu từ phát hành cố phiếu,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 31 Tiền thu từ phát hành cố phiếu,31 Tiền thu từ phát hành cố phiếu,,1.579.384.836.000,-,,1579384836000.0,
33 Tiền thu từ đi vay ngắn hạn,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 33 Tiền thu từ đi vay ngắn hạn,33 Tiền thu từ đi vay ngắn hạn,,13.094.734.533.716,20.726.005.630.841,,13094734533716.0,20726005630841.0
34 Tiền chi trả nợ gốc vay ngắn hạn,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 34 Tiền chi trả nợ gốc vay ngắn hạn,34 Tiền chi trả nợ gốc vay ngắn hạn,,(14.855.356.491.035),(19.648.771.646.106),,-14855356491035.0,-19648771646106.0
35 Tiền chi trả nợ gốc thuê tài chính,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 35 Tiền chi trả nợ gốc thuê tài chính,35 Tiền chi trả nợ gốc thuê tài chính,,-,(3.072.616.017),,,-3072616017.0
40 Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,,(181.237.121.319),1.074.161.368.718,,-181237121319.0,1074161368718.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,288.993.161.142,(372.155.631.036),,288993161142.0,-372155631036.0
60 Tiền và tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 60 Tiền và tương đương tiền đầu năm,60 Tiền và tương đương tiền đầu năm,3,382.838.289.326,755.703.204.365,3.0,382838289326.0,755703204365.0
61 Ánh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 61 Ánh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,61 Ánh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,,(920.762.155),(709.284.003),,-920762155.0,-709284003.0
70 Tiền và tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOAT ĐỘNG TẠI CHÍNH > 70 Tiền và tương đương tiền cuối năm,70 Tiền và tương đương tiền cuối năm,3,670.910.688.313,382.838.289.326,3.0,670910688313.0,382838289326.0
