row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Dự phòng,01/01/2020 (đã điều chỉnh) > Giá trị,01/01/2020 (đã điều chỉnh) > Dự phòng,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 (đã điều chỉnh) > Giá trị,numeric__01/01/2020 (đã điều chỉnh) > Dự phòng
- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,a) Ngắn hạn > - Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,-,-,5.000.000.000,(5.000.000.000),,,5000000000.0,-5000000000.0
- Phải thu Công ty Cổ phần Bê tông khí Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần Bê tông khí Viglacera,- Phải thu Công ty Cổ phần Bê tông khí Viglacera,12.272.727.264,-,6.136.363.632,-,12272727264.0,,6136363632.0,
- Chi phí Quy hoạch tai Thị trấn Chở - Bắc Ninh,a) Ngắn hạn > - Chi phí Quy hoạch tai Thị trấn Chở - Bắc Ninh,- Chi phí Quy hoạch tai Thị trấn Chở - Bắc Ninh,3.413.731.000,-,3.413.731.000,-,3413731000.0,,3413731000.0,
- Thuế TNDN tạm nộp hoạt động Bất động sản,a) Ngắn hạn > - Thuế TNDN tạm nộp hoạt động Bất động sản,- Thuế TNDN tạm nộp hoạt động Bất động sản,19.652.498.930,-,14.079.530.551,-,19652498930.0,,14079530551.0,
- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),a) Ngắn hạn > - Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),887.271.500,-,887.271.500,-,887271500.0,,887271500.0,
- Phải thu Công ty Cổ phần Tập đoàn FLC,a) Ngắn hạn > - Phải thu Công ty Cổ phần Tập đoàn FLC,- Phải thu Công ty Cổ phần Tập đoàn FLC,2.769.083.558,(2.769.083.558),-,-,2769083558.0,-2769083558.0,,
- Phải thu về tiền bán hàng và hàng gửi bán,a) Ngắn hạn > - Phải thu về tiền bán hàng và hàng gửi bán,- Phải thu về tiền bán hàng và hàng gửi bán,1.129.175.628,(1.079.337.051),1.154.644.608,(1.079.337.051),1129175628.0,-1079337051.0,1154644608.0,-1079337051.0
- Phải thu về lượng khoản đã chi,a) Ngắn hạn > - Phải thu về lượng khoản đã chi,- Phải thu về lượng khoản đã chi,5.425.745.576,-,-,-,5425745576.0,,,
- Các khoản phải thu khác,a) Ngắn hạn > - Các khoản phải thu khác,- Các khoản phải thu khác,13.752.502.252,(3.893.633.359),16.463.465.803,(186.387.002),13752502252.0,-3893633359.0,16463465803.0,-186387002.0
,,,111.548.557.731,(27.870.490.843),101.192.334.818,(7.450.964.263),111548557731.0,-27870490843.0,101192334818.0,-7450964263.0
