row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Thương mại,-,317.618.024.250,,,,317618024250.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Đã trả tiền mua sàn,-,67.767.491.000,,,,67767491000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Thương mại,-,320.000.000.000,,,,320000000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Phải trả chi phí sử dụng vốn,-,10.716.048.667,,,,10716048667.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Hoàn trả vốn góp hợp tác kinh doanh,1.364.747.095,1.022.690.030.018,,,1364747095.0,1022690030018.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Doanh thu từ cung cấp dịch vụ,235.665.460.756,945.700.160.533,,,235665460756.0,945700160533.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Dòng tiền quản lý tập trung phải trả,270.563.365.521,255.980.000.000,,,270563365521.0,255980000000.0
Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty 756 Sải Gòn,Công ty con,Dòng tiền quản lý tập trung đã trả,-,440.000.000.000,,,,440000000000.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Góp vốn,-,458.000.000.000,,,,458000000000.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Đi vay,123.000.000.000,4.922.964.386,,,123000000000.0,4922964386.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Trả gốc vay,92.000.000.000,6.104.860.276,,,92000000000.0,6104860276.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Lãi vay phải trả,2.974.032.876,216.660.341.728,,,2974032876.0,216660341728.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Lãi vay đã trả,104.712.329,1.816.546.047,,,104712329.0,1816546047.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Doanh thu xây lắp,-,186.633.206.240,,,,186633206240.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Doanh thu tư vấn quản lý,2.029.091.565,2.001.051,,,2029091565.0,2001051.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Thu tiền xây lắp,13.403.922.903,2.001.051,,,13403922903.0,2001051.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Dòng tiền quản lý tập trung phải trả,168.055.547.367,2.001.051,,,168055547367.0,2001051.0
Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,Công ty Hà Đô Công ty con Thuận Nam,,Dòng tiền quản lý tập trung đã trả,163.004.681.428,2.001.051,,,163004681428.0,2001051.0
