row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2025VND,Năm 2024VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2025VND,numeric__Năm 2024VND
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(27.575.830.000),(292.000.000),,25.0,,-27575830000.0,-292000000.0
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,194.389.500.000,,26.0,,,194389500000.0
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > 7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,67.968.931.764,9.846.144.202,,27.0,,67968931764.0,9846144202.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,270.232.375.264,(87.709.004.728),,30.0,,270232375264.0,-87709004728.0
III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,,,
3. Tiền thu từ đi vay,III. Lưu chuyển tiền từ hoạt động tài chính > 3. Tiền thu từ đi vay,3. Tiền thu từ đi vay,3. Tiền thu từ đi vay,33,,1.008.023.626.081,1.013.787.448.849,,33.0,,1008023626081.0,1013787448849.0
4. Tiền chi trả nợ gốc vay,III. Lưu chuyển tiền từ hoạt động tài chính > 4. Tiền chi trả nợ gốc vay,4. Tiền chi trả nợ gốc vay,4. Tiền chi trả nợ gốc vay,34,,(1.402.076.082.772),(1.424.559.269.122),,34.0,,-1402076082772.0,-1424559269122.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(394.052.456.691),(410.771.820.273),,40.0,,-394052456691.0,-410771820273.0
,,,Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),50,,310.790.551.901,(20.309.758.231),,50.0,,310790551901.0,-20309758231.0
,,,Tiền và tương đương tiền đầu kỳ,60,,960.913.098,21.270.671.329,,60.0,,960913098.0,21270671329.0
,,,Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),70,5.1,311.751.464.999,960.913.098,,70.0,51.0,311751464999.0,960913098.0
