row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,V.9,12.026.894.831.929,13.137.032.858.662,221.0,,12026894831929.0,13137032858662.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,49.743.921.424.137,48.710.405.763.251,222.0,,49743921424137.0,48710405763251.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(37.717.026.592.208),(35.573.372.904.589),223.0,,-37717026592208.0,-35573372904589.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,V.10,12.106.392.408,3.303.063.118,227.0,,12106392408.0,3303063118.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,37.637.079.176,25.849.266.955,228.0,,37637079176.0,25849266955.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(25.530.686.768),(22.546.203.837),229.0,,-25530686768.0,-22546203837.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,20.892.927.634.807,7.888.086.590.183,240.0,,20892927634807.0,7888086590183.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,V.11,20.892.927.634.807,7.888.086.590.183,242.0,,20892927634807.0,7888086590183.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,V.12,3.007.606.291.732,2.849.060.829.145,250.0,,3007606291732.0,2849060829145.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,2.832.267.242.928,2.673.721.780.341,252.0,,2832267242928.0,2673721780341.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,,235.339.048.804,235.339.048.804,253.0,,235339048804.0,235339048804.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(60.000.000.000),(60.000.000.000),254.0,,-60000000000.0,-60000000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,381.812.644.463,524.938.130.580,260.0,,381812644463.0,524938130580.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,V.8,74.300.607.023,92.435.381.397,261.0,,74300607023.0,92435381397.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,V.13,307.512.037.440,432.502.749.183,262.0,,307512037440.0,432502749183.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,77.281.952.865.563,67.347.604.356.638,270.0,,77281952865563.0,67347604356638.0
