row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019 > Quá hạnTriệu VND,Tại ngày 31 tháng 12 năm 2019 > Khôngchịu lãiTriệu VND,Tại ngày 31 tháng 12 năm 2019 > Dưới1 thángTriệu VND,Tại ngày 31 tháng 12 năm 2019 > Từ 1 đến3 thángTriệu VND,Tại ngày 31 tháng 12 năm 2019 > Từ trên 3đến 6 thángTriệu VND,Tại ngày 31 tháng 12 năm 2019 > Từ trên 6đến 12 thángTriệu VND,Tại ngày 31 tháng 12 năm 2019 > Từ trên 1đến 5 nămTriệu VND,Tại ngày 31 tháng 12 năm 2019 > Trên 5 nămTriệu VND,Tại ngày 31 tháng 12 năm 2019 > TổngTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Quá hạnTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Khôngchịu lãiTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Dưới1 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Từ 1 đến3 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Từ trên 3đến 6 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Từ trên 6đến 12 thángTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Từ trên 1đến 5 nămTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > Trên 5 nămTriệu VND,numeric__Tại ngày 31 tháng 12 năm 2019 > TổngTriệu VND
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),2.968.880,14.129.242,90.676.033,35.289.908,8.302.718,3.855.353,7.223.699,9.174.994,171.620.827,2968880.0,14129242.0,90676033.0,35289908.0,8302718.0,3855353.0,7223699.0,9174994.0,171620827.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,-,-,-,23.664,15.182,2.633,-,-,41.479,,,,23664.0,15182.0,2633.0,,,41479.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,6.994.058,1.649.125,-,-,-,-,8.643.183,,,6994058.0,1649125.0,,,,,8643183.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,41.176.581,25.555.817,29.977.405,32.764.438,9.986.857,196,139.461.294,,,41176581.0,25555817.0,29977405.0,32764438.0,9986857.0,196.0,139461294.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,3.939.020,-,-,-,-,-,-,3.939.020,,3939020.0,,,,,,,3939020.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,3.939.020,48.170.639,27.228.606,29.992.587,32.767.071,9.986.857,196,152.084.976,,3939020.0,48170639.0,27228606.0,29992587.0,32767071.0,9986857.0,196.0,152084976.0
Mức chênh nhạy cảm với lãi suất nội bảng [(3)=(1)-(2)],Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng [(3)=(1)-(2)],Mức chênh nhạy cảm với lãi suất nội bảng [(3)=(1)-(2)],2.968.880,10.190.222,42.505.394,8.061.302,(21.689.869),(28.911.718),(2.763.158),9.174.798,19.535.851,2968880.0,10190222.0,42505394.0,8061302.0,-21689869.0,-28911718.0,-2763158.0,9174798.0,19535851.0
Mức chênh nhạy cảm với lãi suất ngoại bảng (4),Mức chênh nhạy cảm với lãi suất ngoại bảng (4),Mức chênh nhạy cảm với lãi suất ngoại bảng (4),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng [(5)=(3)+(4)]","Mức chênh nhạy cảm với lãi suất ngoại bảng (4) > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng [(5)=(3)+(4)]","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng [(5)=(3)+(4)]",2.968.880,10.190.222,42.505.394,8.061.302,(21.689.869),(28.911.718),(2.763.158),9.174.798,19.535.851,2968880.0,10190222.0,42505394.0,8061302.0,-21689869.0,-28911718.0,-2763158.0,9174798.0,19535851.0
