row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND Đã điều chỉnh lại
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,16,65.337.246.943,65.337.246.943,241.0,16.0,65337246943.0,65337246943.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,17,400.637.799.806,209.706.048.578,242.0,17.0,400637799806.0,209706048578.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,2.932.950.394.488,2.709.428.073.098,250.0,,2932950394488.0,2709428073098.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,6(b),2.787.135.254.314,2.529.982.280.303,252.0,,2787135254314.0,2529982280303.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,6(b),179.577.524.232,216.863.877.154,253.0,,179577524232.0,216863877154.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,6(b),(38.162.384.058),(41.818.084.359),254.0,,-38162384058.0,-41818084359.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,6(a),4.400.000.000,4.400.000.000,255.0,,4400000000.0,4400000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,343.733.003.890,326.320.735.858,260.0,,343733003890.0,326320735858.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,18(b),321.472.882.909,323.699.050.894,261.0,,321472882909.0,323699050894.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,19,21.678.762.048,2.040.326.031,262.0,19.0,21678762048.0,2040326031.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,581.358.933,581.358.933,268.0,,581358933.0,581358933.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,20.033.739.458.299,20.195.819.719.522,270.0,,20033739458299.0,20195819719522.0
