row_label_raw,row_label_full,CHỈ TIỀU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.5. Lãi từ các công cụ phải sinh phòng ngừa rủi ro,I. DOANH THU HOẠT ĐỘNG > 1.5. Lãi từ các công cụ phải sinh phòng ngừa rủi ro,1.5. Lãi từ các công cụ phải sinh phòng ngừa rủi ro,05,,,,5.0,,,
1.6. Doanh thu môi giới chứng khoán,I. DOANH THU HOẠT ĐỘNG > 1.6. Doanh thu môi giới chứng khoán,1.6. Doanh thu môi giới chứng khoán,06,,250.438.462.655,297.411.518.437,6.0,,250438462655.0,297411518437.0
"1.7. Doanh thu bảo lãnh, đại lý phát hành chứng khoán","I. DOANH THU HOẠT ĐỘNG > 1.7. Doanh thu bảo lãnh, đại lý phát hành chứng khoán","1.7. Doanh thu bảo lãnh, đại lý phát hành chứng khoán",07,,,,7.0,,,
1.8. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,I. DOANH THU HOẠT ĐỘNG > 1.8. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,1.8. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,08,,13.221.047.441,4.072.394.303,8.0,,13221047441.0,4072394303.0
1.9. Doanh thu nghiệp vụ lưu ký chứng khoán,I. DOANH THU HOẠT ĐỘNG > 1.9. Doanh thu nghiệp vụ lưu ký chứng khoán,1.9. Doanh thu nghiệp vụ lưu ký chứng khoán,09,,12.561.057.592,11.101.682.372,9.0,,12561057592.0,11101682372.0
1.10. Doanh thu hoạt động tư vấn tài chính,I. DOANH THU HOẠT ĐỘNG > 1.10. Doanh thu hoạt động tư vấn tài chính,1.10. Doanh thu hoạt động tư vấn tài chính,10,,36.495.235.764,32.769.403.782,10.0,,36495235764.0,32769403782.0
1.11. Thu nhập hoạt động khác,I. DOANH THU HOẠT ĐỘNG > 1.11. Thu nhập hoạt động khác,1.11. Thu nhập hoạt động khác,11,B7.32.4,275.380.000,387.833.150,11.0,,275380000.0,387833150.0
Công doanh thu hoạt động (20 = 1->11),I. DOANH THU HOẠT ĐỘNG > Công doanh thu hoạt động (20 = 1->11),Công doanh thu hoạt động (20 = 1->11),20,,1.147.748.531.060,944.166.710.638,20.0,,1147748531060.0,944166710638.0
II. CHI PHÍ HOẠT ĐỘNG,II. CHI PHÍ HOẠT ĐỘNG,II. CHI PHÍ HOẠT ĐỘNG,II. CHI PHÍ HOẠT ĐỘNG,II. CHI PHÍ HOẠT ĐỘNG,II. CHI PHÍ HOẠT ĐỘNG,II. CHI PHÍ HOẠT ĐỘNG,,,,
2.1. Lỗ các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),II. CHI PHÍ HOẠT ĐỘNG > 2.1. Lỗ các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2.1. Lỗ các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),21,,910.110.023,2.884.211.665,21.0,,910110023.0,2884211665.0
a. Lỗ bán các tài sản tài chính FVTPL,II. CHI PHÍ HOẠT ĐỘNG > a. Lỗ bán các tài sản tài chính FVTPL,a. Lỗ bán các tài sản tài chính FVTPL,21.1,B7.32.1,912.095.500,2.882.849.538,211.0,,912095500.0,2882849538.0
b. Chênh lệch giảm đánh giá lại các TSTC FVTPL*,II. CHI PHÍ HOẠT ĐỘNG > b. Chênh lệch giảm đánh giá lại các TSTC FVTPL*,b. Chênh lệch giảm đánh giá lại các TSTC FVTPL*,21.2,B7.32.2,(1.985.477),1.362.127,212.0,,-1985477.0,1362127.0
"2.4. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay","II. CHI PHÍ HOẠT ĐỘNG > 2.4. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay","2.4. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",24,B7.34,178.997.567.556,116.135.328.039,24.0,,178997567556.0,116135328039.0
2.6. Chi phí hoạt động tự doanh,II. CHI PHÍ HOẠT ĐỘNG > 2.6. Chi phí hoạt động tự doanh,2.6. Chi phí hoạt động tự doanh,26,,416.058.645,107.540.724,26.0,,416058645.0,107540724.0
2.7. Chi phí nghiệp vụ môi giới chứng khoán,II. CHI PHÍ HOẠT ĐỘNG > 2.7. Chi phí nghiệp vụ môi giới chứng khoán,2.7. Chi phí nghiệp vụ môi giới chứng khoán,27,B7.34,180.559.800.828,174.877.326.740,27.0,,180559800828.0,174877326740.0
2.9. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,II. CHI PHÍ HOẠT ĐỘNG > 2.9. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,2.9. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,29,B7.34,12.090.861.932,3.774.996.554,29.0,,12090861932.0,3774996554.0
2.10. Chi phí nghiệp vụ lưu ký chứng khoán,II. CHI PHÍ HOẠT ĐỘNG > 2.10. Chi phí nghiệp vụ lưu ký chứng khoán,2.10. Chi phí nghiệp vụ lưu ký chứng khoán,30,B7.34,18.007.016.134,16.617.027.466,30.0,,18007016134.0,16617027466.0
2.11. Chi phí hoạt động tư vấn tài chính,II. CHI PHÍ HOẠT ĐỘNG > 2.11. Chi phí hoạt động tư vấn tài chính,2.11. Chi phí hoạt động tư vấn tài chính,31,B7.34,14.583.323.095,14.567.429.345,31.0,,14583323095.0,14567429345.0
2.12. Chi phí các dịch vụ khác,II. CHI PHÍ HOẠT ĐỘNG > 2.12. Chi phí các dịch vụ khác,2.12. Chi phí các dịch vụ khác,32,,,,32.0,,,
Công chi phí hoạt động (40 = 21->32),II. CHI PHÍ HOẠT ĐỘNG > Công chi phí hoạt động (40 = 21->32),Công chi phí hoạt động (40 = 21->32),40,,405.564.738.213,328.963.860.533,40.0,,405564738213.0,328963860533.0
