row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,01/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__01/01/2015
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,11.829.863.743,311.075.000,210.0,,11829863743.0,311075000.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,10.371.628.743,-,211.0,,10371628743.0,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,9,1.458.235.000,311.075.000,216.0,9.0,1458235000.0,311075000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,351.124.668.203,158.997.260.963,220.0,,351124668203.0,158997260963.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,289.570.811.786,113.556.353.264,221.0,12.0,289570811786.0,113556353264.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,647.407.547.563,182.314.294.227,222.0,,647407547563.0,182314294227.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(357.836.735.777),(68.757.940.963),223.0,,-357836735777.0,-68757940963.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,61.553.856.417,45.440.907.699,227.0,13.0,61553856417.0,45440907699.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,64.490.699.145,46.367.734.849,228.0,,64490699145.0,46367734849.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(2.936.842.728),(926.827.150),229.0,,-2936842728.0,-926827150.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,14,14.391.911.539,14.794.935.427,230.0,14.0,14391911539.0,14794935427.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,15.781.667.712,15.781.667.712,231.0,,15781667712.0,15781667712.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(1.389.756.173),(986.732.285),232.0,,-1389756173.0,-986732285.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,16.392.342.011,9.490.344.520,240.0,,16392342011.0,9490344520.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,3.306.981.265,-,241.0,,3306981265.0,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,13.085.360.746,9.490.344.520,242.0,,13085360746.0,9490344520.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6,450.846.960.000,46.986.185.491,250.0,6.0,450846960000.0,46986185491.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,402.544.780.000,28.037.695.491,252.0,,402544780000.0,28037695491.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,3.302.180.000,-,253.0,,3302180000.0,
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,255,,45.000.000.000,18.948.490.000,255.0,,45000000000.0,18948490000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,41.921.261.159,30.052.519.813,260.0,,41921261159.0,30052519813.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,15,38.463.549.738,29.127.745.896,261.0,15.0,38463549738.0,29127745896.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,3.457.711.421,924.773.917,262.0,,3457711421.0,924773917.0
VII. Lợi thế thương mại,VII. Lợi thế thương mại,VII. Lợi thế thương mại,269,,191.673.765.163,29.418.030.693,269.0,,191673765163.0,29418030693.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,4.400.538.238.539,992.415.646.746,270.0,,4400538238539.0,992415646746.0
