row_label_raw,row_label_full,col_0,Thuyết minh,2017Triệu đồng,2016Triệu đồng,numeric__Thuyết minh,numeric__2017Triệu đồng,numeric__2016Triệu đồng
"Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(1.853.538),(1.933.291),,-1853538.0,-1933291.0
(Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,,(1.257.900),3.557.207,,-1257900.0,3557207.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,
"Giảm các khoản nợ Ngân hàng Nhà nước Việt Nam (Giảm)/Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Những thay đổi về nợ phải trả hoạt động > Giảm các khoản nợ Ngân hàng Nhà nước Việt Nam (Giảm)/Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Giảm các khoản nợ Ngân hàng Nhà nước Việt Nam (Giảm)/Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng",,(1.077.671),(3.717.377),,-1077671.0,-3717377.0
Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Những thay đổi về nợ phải trả hoạt động > Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,(818.855),6.921.534,,-818855.0,6921534.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về nợ phải trả hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,7.268.785,(7.448.939),,7268785.0,-7448939.0
"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Những thay đổi về nợ phải trả hoạt động > Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,12.416.140,14.603.698,,12416140.0,14603698.0
Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về nợ phải trả hoạt động > Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,2.509.578,1.006.598,,2509578.0,1006598.0
Tăng khác về công nợ hoạt động,Những thay đổi về nợ phải trả hoạt động > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,(35.929),(23.704),,-35929.0,-23704.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Những thay đổi về nợ phải trả hoạt động > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,427.474,1.512.186,,427474.0,1512186.0
,,,,6.379.951,(5.123.027),,6379951.0,-5123027.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(123.937),(66.283),,-123937.0,-66283.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,237.073,80.455,,237073.0,80455.0
"Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","Tiền chỉ đầu tư, góp vốn vào các đơn vị khác",,(1.714.000),(1.290.000),,-1714000.0,-1290000.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,157.740,-,,157740.0,
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,1.686.394,928.388,,1686394.0,928388.0
Lưu chuyển tiền từ/(sử dụng vào) hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền từ/(sử dụng vào) hoạt động đầu tư,Lưu chuyển tiền từ/(sử dụng vào) hoạt động đầu tư,,243.270,(347.440),,243270.0,-347440.0
