row_label_raw,row_label_full,col_0,Kinh doanhkhu công nghiệp > Năm 2021,Kinh doanhkhu công nghiệp > Năm 2020,Kinh doanhnhà và ha tầng > Năm 2021,Kinh doanhnhà và ha tầng > Năm 2020,Kinh doanhcung cấp nước sach > Năm 2021,Kinh doanhcung cấp nước sach > Năm 2020,Kinh doanhdịch vụ cảng > Năm 2021,Kinh doanhdịch vụ cảng > Năm 2020,Kinh doanhxử lý chất thải > Năm 2021,Kinh doanhxử lý chất thải > Năm 2020,Khác > Năm 2021,Khác > Năm 2020,Đơn vị tính: Triệu đồngTổng công > Năm 2021,Đơn vị tính: Triệu đồngTổng công > Năm 2020,numeric__Kinh doanhkhu công nghiệp > Năm 2021,numeric__Kinh doanhkhu công nghiệp > Năm 2020,numeric__Kinh doanhnhà và ha tầng > Năm 2021,numeric__Kinh doanhnhà và ha tầng > Năm 2020,numeric__Kinh doanhcung cấp nước sach > Năm 2021,numeric__Kinh doanhcung cấp nước sach > Năm 2020,numeric__Kinh doanhdịch vụ cảng > Năm 2021,numeric__Kinh doanhdịch vụ cảng > Năm 2020,numeric__Kinh doanhxử lý chất thải > Năm 2021,numeric__Kinh doanhxử lý chất thải > Năm 2020,numeric__Khác > Năm 2021,numeric__Khác > Năm 2020,numeric__Đơn vị tính: Triệu đồngTổng công > Năm 2021,numeric__Đơn vị tính: Triệu đồngTổng công > Năm 2020
Lợi nhuận sau thuế thu nhập doanh nghiệp,Kết quả hoạt động kinh doanh hợp nhất > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,1.497.634,,,,,,,,,,,,,,1497634.0
Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,,,,,,,,,,,,,,
,,,Kinh doanhkhu công nghiệp,Kinh doanhkhu công nghiệp,Kinh doanhnhà và ha tầng,Kinh doanhnhà và ha tầng,Kinh doanhcung cấp nước sạch,Kinh doanhcung cấp nước sạch,Kinh doanhdịch vụ cảng,Kinh doanhdịch vụ cảng,Kinh doanhxử lý chất thải,Kinh doanhxử lý chất thải,Khác,Khác,Đơn vị tính: Triệu đồngTổng công,Đơn vị tính: Triệu đồngTổng công,,,,,,,,,,,,,,
,,,Tại ngày31/12/2021,Tại ngày01/01/2021,Tại ngày31/12/2021,Tại ngày01/01/2021,Tại ngày31/12/2021,Tại ngày01/01/2021,Tại ngày31/12/2021,Tại ngày01/01/2021,Tại ngày31/12/2021,Tại ngày01/01/2021,Tại ngày31/12/2021,Tại ngày01/01/2021,Tại ngày31/12/2021,Tại ngày01/01/2021,,,,,,,,,,,,,,
Tài sản không phân bổNợ phải trả khôngphân bổ,Các thông tin khác > Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,,,,,,,,,,,,,,21.978.377,,,,,,,,,,,,,,21978377.0
Tài sản không phân bổNợ phải trả khôngphân bổ,Các thông tin khác > Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,,,,,,,,,,,,,,12.703.129,,,,,,,,,,,,,,12703129.0
Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,,,,,,,,,,,,,,Đơn vị tính: Triệu đồngTổng công,,,,,,,,,,,,,,
Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,Kinh doanhkhu công nghiệp,Kinh doanhkhu công nghiệp,Kinh doanhnhà và ha tầng,Kinh doanhnhà và ha tầng,Kinh doanhcung cấp nước sạch,Kinh doanhcung cấp nước sạch,Kinh doanhdịch vụ cảng,Kinh doanhdịch vụ cảng,Kinh doanhxử lý chất thải,Kinh doanhxử lý chất thải,Khác,Khác,Đơn vị tính: Triệu đồngTổng công,Đơn vị tính: Triệu đồngTổng công,,,,,,,,,,,,,,
Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,Năm 2021,Năm 2020,Năm 2021,Năm 2020,Năm 2021,Năm 2020,Năm 2021,Năm 2020,Năm 2021,Năm 2020,Năm 2021,Năm 2020,Năm 2021,Năm 2020,,,,,,,,,,,,,,
Chi phí mua sắm tài sảnChi phí khấu hao,Tài sản không phân bổNợ phải trả khôngphân bổ > Chi phí mua sắm tài sảnChi phí khấu hao,Chi phí mua sắm tài sảnChi phí khấu hao,,,,,,,,,,,,,,(2.073.743),,,,,,,,,,,,,,-2073743.0
Chi phí mua sắm tài sảnChi phí khấu hao,Tài sản không phân bổNợ phải trả khôngphân bổ > Chi phí mua sắm tài sảnChi phí khấu hao,Chi phí mua sắm tài sảnChi phí khấu hao,,,,,,,,,,,,,,773.389,,,,,,,,,,,,,,773389.0
