row_label_raw,row_label_full,Các bên có liên quan,Bản chất giao dịch,Năm kết thúc ngày31 tháng 12 năm 2025VND,Năm kết thúc ngày31 tháng 12 năm 2024VND,numeric__Bản chất giao dịch,numeric__Năm kết thúc ngày31 tháng 12 năm 2025VND,numeric__Năm kết thúc ngày31 tháng 12 năm 2024VND
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Nhận tiền vay,243.700.000.000,-,,243700000000.0,
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Trả nợ gốc vay,48.000.000.000,-,,48000000000.0,
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Lãi cho vay,114.198.904,-,,114198904.0,
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Thu hồi lãi cho vay,114.198.904,-,,114198904.0,
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Cho vay,6.000.000.000,-,,6000000000.0,
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Thu hồi gốc cho vay,6.000.000.000,-,,6000000000.0,
Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Góp vốn,2.618.000.000.000,-,,2618000000000.0,
Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Chi hộ cho Dự án Trump International,80.906.569.970,-,,80906569970.0,
Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Nhận tiền chi hộ cho Dự ánTrump International,80.906.569.970,-,,80906569970.0,
Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Nhận tiền vay,8.835.968.076,-,,8835968076.0,
Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Chi phí lãi vay,11.619.903,17.530.931.506,,11619903.0,17530931506.0
Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Trả nợ gốc vay,-,550.000.000.000,,,550000000000.0
Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Công ty Cổ phần Tập đoànĐầu tư và Phát triển Hưng Yên,Trả lãi vay,-,60.943.808.209,,,60943808209.0
Công ty Cổ phần Phát triển Đô thịKinh Bắc - Đồng Tháp,Công ty Cổ phần Phát triển Đô thịKinh Bắc - Đồng Tháp,Công ty Cổ phần Phát triển Đô thịKinh Bắc - Đồng Tháp,Góp vốn,10.000.000.000,-,,10000000000.0,
Công ty Cổ phần TrumpInternational Việt Nam,Công ty Cổ phần TrumpInternational Việt Nam,Công ty Cổ phần TrumpInternational Việt Nam,Nhận tiền vay,64.800.000.000,-,,64800000000.0,
Công ty Cổ phần TrumpInternational Việt Nam,Công ty Cổ phần TrumpInternational Việt Nam,Công ty Cổ phần TrumpInternational Việt Nam,Chi phí lãi vay,1.043.901.370,-,,1043901370.0,
