row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
(Tăng) hàng tồn kho,Điều chỉnh cho các khoản > (Tăng) hàng tồn kho,(Tăng) hàng tồn kho,10,,(228.706.115.150),(27.185.926.215),10.0,,-228706115150.0,-27185926215.0
"(Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > (Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","(Giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(1.407.815.606.815),(1.305.489.614.654),11.0,,-1407815606815.0,-1305489614654.0
(Tăng)/ giảm chi phí trả trước,Điều chỉnh cho các khoản > (Tăng)/ giảm chi phí trả trước,(Tăng)/ giảm chi phí trả trước,12,,(15.030.394.504),4.202.283.872,12.0,,-15030394504.0,4202283872.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(87.386.538.204),(76.701.672.821),14.0,,-87386538204.0,-76701672821.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(901.893.766.597),(972.503.541.600),15.0,,-901893766597.0,-972503541600.0
Tiền thu khác từ hoạt động kinh doanh (1),Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh (1),Tiền thu khác từ hoạt động kinh doanh (1),16,,1.350.119.527.501,47.761.787.577,16.0,,1350119527501.0,47761787577.0
Tiền chi khác cho hoạt động kinh doanh (2),Điều chỉnh cho các khoản > Tiền chi khác cho hoạt động kinh doanh (2),Tiền chi khác cho hoạt động kinh doanh (2),17,,(713.086.121.432),(365.678.329.528),17.0,,-713086121432.0,-365678329528.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,4.213.354.221.071,2.690.616.159.490,20.0,,4213354221071.0,2690616159490.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(1.686.087.326.361),(7.569.251.307.000),21.0,,-1686087326361.0,-7569251307000.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,210.042.121.740,5.909.243.297,22.0,,210042121740.0,5909243297.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(12.807.400.000.000),(9.441.900.000.000),23.0,,-12807400000000.0,-9441900000000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,10.612.400.000.000,8.728.880.693.666,24.0,,10612400000000.0,8728880693666.0
Tiền chi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(149.930.000.000),-,25.0,,-149930000000.0,
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,51.727.800.000,671.968.893.589,26.0,,51727800000.0,671968893589.0
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,955.264.242.684,948.405.593.671,27.0,,955264242684.0,948405593671.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(2.813.983.161.937),(6.655.986.882.777),30.0,,-2813983161937.0,-6655986882777.0
