row_label_raw,row_label_full,col_0,Năm 2017,Năm 2017_1,Năm 2017_2,Năm 2017_3,Năm 2017_4,Năm 2017_5,Năm 2017_6,numeric__Năm 2017,numeric__Năm 2017_1,numeric__Năm 2017_2,numeric__Năm 2017_3,numeric__Năm 2017_4,numeric__Năm 2017_5,numeric__Năm 2017_6
Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,3.282.075,13.178,3.638,688,187,(20.768),3.278.998,3282075.0,13178.0,3638.0,688.0,187.0,-20768.0,3278998.0
"Thu nhập tử góp vốn, mua cổ phần","Thu nhập tử góp vốn, mua cổ phần","Thu nhập tử góp vốn, mua cổ phần",1.085.559,-,8.145,7.579,3.606,(769.352),335.537,1085559.0,,8145.0,7579.0,3606.0,-769352.0,335537.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,39.121.505,35.282,557.141,404.155,23.216,(1.124.579),39.016.720,39121505.0,35282.0,557141.0,404155.0,23216.0,-1124579.0,39016720.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,(8.193.684),(31.126),(190.700),(108.222),(3.202),26.495,(8.500.439),-8193684.0,-31126.0,-190700.0,-108222.0,-3202.0,26495.0,-8500439.0
Chi phí khấu hao và khấu trữ,Chi phí khấu hao và khấu trữ,Chi phí khấu hao và khấu trữ,(917.946),(114),(8.405),(4.541),(225),-,(931.231),-917946.0,-114.0,-8405.0,-4541.0,-225.0,,-931231.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(5.405.082),(15.507),(146.422),(76.910),(2.278),(426.368),(6.072.567),-5405082.0,-15507.0,-146422.0,-76910.0,-2278.0,-426368.0,-6072567.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(14.516.712),(46.747),(345.527),(189.673),(5.705),(399.873),(15.504.237),-14516712.0,-46747.0,-345527.0,-189673.0,-5705.0,-399873.0,-15504237.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,24.604.793,(11.465),211.614,214.482,17.511,(1.524.452),23.512.483,24604793.0,-11465.0,211614.0,214482.0,17511.0,-1524452.0,23512483.0
(Chi phí) dự phòng rủi ro tín dụng,(Chi phí) dự phòng rủi ro tín dụng,(Chi phí) dự phòng rủi ro tín dụng,(16.191.826),(9.030),-,11.060,(817),1.343.307,(14.847.306),-16191826.0,-9030.0,,11060.0,-817.0,1343307.0,-14847306.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,8.412.967,(20.495),211.614,225.542,16.694,(181.145),8.665.177,8412967.0,-20495.0,211614.0,225542.0,16694.0,-181145.0,8665177.0
Chi phí thuê TNDN hiện hành,Chi phí thuê TNDN hiện hành,Chi phí thuê TNDN hiện hành,(1.664.974),-,(57.401),(32.829),(2.736),-,(1.757.940),-1664974.0,,-57401.0,-32829.0,-2736.0,,-1757940.0
Thu nhập/(Chi phí) thuê TNDN hoãn lại,Thu nhập/(Chi phí) thuê TNDN hoãn lại,Thu nhập/(Chi phí) thuê TNDN hoãn lại,15.532,-,5.406,-,-,17.411,38.349,15532.0,,5406.0,,,17411.0,38349.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,6.763.525,(20.495),159.619,192.713,13.958,(163.734),6.945.586,6763525.0,-20495.0,159619.0,192713.0,13958.0,-163734.0,6945586.0
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,,,,,,,
TỔNG TÀI SẢN,Tại ngày 31 tháng 12 năm 2017 > TỔNG TÀI SẢN,TỔNG TÀI SẢN,1.213.900.314,929.893,5.138.066,2.630.170,2.473.900,(22.788.500),1.202.283.843,1213900314.0,929893.0,5138066.0,2630170.0,2473900.0,-22788500.0,1202283843.0
TỔNG NỘ PHẢI TRẢ,Tại ngày 31 tháng 12 năm 2017 > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,1.164.723.436,51.170,2.862.630,1.530.256,2.151,(15.719.810),1.153.449.833,1164723436.0,51170.0,2862630.0,1530256.0,2151.0,-15719810.0,1153449833.0
