row_label_raw,row_label_full,STT Công ty,Năm 2021VND,Năm 2020VND,numeric__Năm 2021VND,numeric__Năm 2020VND
- Tiền thu từ cung cấp dịch vụ,2 Công ty CP nước khoáng Khánh Hòa > - Tiền thu từ cung cấp dịch vụ,- Tiền thu từ cung cấp dịch vụ,1.045.025.065,1.611.886.032,1045025065.0,1611886032.0
"- Mua hàng hóa, dịch vụ","2 Công ty CP nước khoáng Khánh Hòa > - Mua hàng hóa, dịch vụ","- Mua hàng hóa, dịch vụ",1.915.484.018,70.361.856,1915484018.0,70361856.0
- Trả tiền mua hàng hóa dịch vụ,2 Công ty CP nước khoáng Khánh Hòa > - Trả tiền mua hàng hóa dịch vụ,- Trả tiền mua hàng hóa dịch vụ,1.556.681.503,76.434.045,1556681503.0,76434045.0
3 Công ty CP FIT Cosmetics,3 Công ty CP FIT Cosmetics,3 Công ty CP FIT Cosmetics,3 Công ty CP FIT Cosmetics,3 Công ty CP FIT Cosmetics,,
- Doanh thu cung cấp dịch vụ,3 Công ty CP FIT Cosmetics > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,911.323.638,549.687.272,911323638.0,549687272.0
- Lợi nhuận từ hợp đồng hợp tác đầu tư,3 Công ty CP FIT Cosmetics > - Lợi nhuận từ hợp đồng hợp tác đầu tư,- Lợi nhuận từ hợp đồng hợp tác đầu tư,361.890.412,1.320.213.697,361890412.0,1320213697.0
- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,3 Công ty CP FIT Cosmetics > - Thu lợi nhuận từ hợp đồng hợp tác đầu tư,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,1.711.693.150,-,1711693150.0,
- Chuyển tiền hợp tác đầu tư,3 Công ty CP FIT Cosmetics > - Chuyển tiền hợp tác đầu tư,- Chuyển tiền hợp tác đầu tư,-,2.000.000.000,,2000000000.0
- Thu hồi tiền hợp tác đầu tư,3 Công ty CP FIT Cosmetics > - Thu hồi tiền hợp tác đầu tư,- Thu hồi tiền hợp tác đầu tư,6.475.000.000,18.025.000.000,6475000000.0,18025000000.0
"- Mua hàng hóa, dịch vụ","3 Công ty CP FIT Cosmetics > - Mua hàng hóa, dịch vụ","- Mua hàng hóa, dịch vụ",657.342.809,78.003.116,657342809.0,78003116.0
- Trả tiền mua hàng hóa dịch vụ,3 Công ty CP FIT Cosmetics > - Trả tiền mua hàng hóa dịch vụ,- Trả tiền mua hàng hóa dịch vụ,85.515.823,84.764.525,85515823.0,84764525.0
4 Công ty CP Chế biến thực phẩm xuất khẩu,4 Công ty CP Chế biến thực phẩm xuất khẩu,4 Công ty CP Chế biến thực phẩm xuất khẩu,4 Công ty CP Chế biến thực phẩm xuất khẩu,4 Công ty CP Chế biến thực phẩm xuất khẩu,,
- Doanh thu cung cấp dịch vụ,4 Công ty CP Chế biến thực phẩm xuất khẩu > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,-,909.100.020,,909100020.0
- Tiền thu từ cung cấp dịch vụ,4 Công ty CP Chế biến thực phẩm xuất khẩu > - Tiền thu từ cung cấp dịch vụ,- Tiền thu từ cung cấp dịch vụ,250.002.506,750.007.518,250002506.0,750007518.0
"- Mua hàng hóa, dịch vụ","4 Công ty CP Chế biến thực phẩm xuất khẩu > - Mua hàng hóa, dịch vụ","- Mua hàng hóa, dịch vụ",705.762.804,-,705762804.0,
- Trả tiền mua hàng hóa dịch vụ,4 Công ty CP Chế biến thực phẩm xuất khẩu > - Trả tiền mua hàng hóa dịch vụ,- Trả tiền mua hàng hóa dịch vụ,776.339.084,-,776339084.0,
5 Công ty CP Thuốc Ung thư Benovas,5 Công ty CP Thuốc Ung thư Benovas,5 Công ty CP Thuốc Ung thư Benovas,5 Công ty CP Thuốc Ung thư Benovas,5 Công ty CP Thuốc Ung thư Benovas,,
- Doanh thu cung cấp dịch vụ,5 Công ty CP Thuốc Ung thư Benovas > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,1.430.280.192,1.432.060.526,1430280192.0,1432060526.0
- Tiền thu từ cung cấp dịch vụ,5 Công ty CP Thuốc Ung thư Benovas > - Tiền thu từ cung cấp dịch vụ,- Tiền thu từ cung cấp dịch vụ,1.661.960.480,1.182.080.778,1661960480.0,1182080778.0
6 Công ty CP Đầu tư Dũng Tâm,6 Công ty CP Đầu tư Dũng Tâm,6 Công ty CP Đầu tư Dũng Tâm,6 Công ty CP Đầu tư Dũng Tâm,6 Công ty CP Đầu tư Dũng Tâm,,
- Doanh thu cung cấp dịch vụ,6 Công ty CP Đầu tư Dũng Tâm > - Doanh thu cung cấp dịch vụ,- Doanh thu cung cấp dịch vụ,176.043.236,178.267.937,176043236.0,178267937.0
- Tiền thu từ cung cấp dịch vụ,6 Công ty CP Đầu tư Dũng Tâm > - Tiền thu từ cung cấp dịch vụ,- Tiền thu từ cung cấp dịch vụ,146.163.159,195.115.521,146163159.0,195115521.0
7 Công ty CP FIT Consumer,7 Công ty CP FIT Consumer,7 Công ty CP FIT Consumer,7 Công ty CP FIT Consumer,7 Công ty CP FIT Consumer,,
- Lợi nhuận từ hợp đồng hợp tác đầu tư,7 Công ty CP FIT Consumer > - Lợi nhuận từ hợp đồng hợp tác đầu tư,- Lợi nhuận từ hợp đồng hợp tác đầu tư,-,446.511.425,,446511425.0
- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,7 Công ty CP FIT Consumer > - Thu lợi nhuận từ hợp đồng hợp tác đầu tư,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,-,2.290.230.542,,2290230542.0
- Thu hồi tiền hợp tác đầu tư,7 Công ty CP FIT Consumer > - Thu hồi tiền hợp tác đầu tư,- Thu hồi tiền hợp tác đầu tư,-,11.636.000.000,,11636000000.0
"- Mua hàng hóa, dịch vụ","7 Công ty CP FIT Consumer > - Mua hàng hóa, dịch vụ","- Mua hàng hóa, dịch vụ",-,6.815.410,,6815410.0
- Trả tiền mua hàng hóa dịch vụ,7 Công ty CP FIT Consumer > - Trả tiền mua hàng hóa dịch vụ,- Trả tiền mua hàng hóa dịch vụ,-,7.496.951,,7496951.0
