row_label_raw,row_label_full,col_0,Từ ngày 01/7/2018đến ngày 31/12/2018VND,Từ ngày 01/01/2018đến ngày 30/6/2018VND,numeric__Từ ngày 01/7/2018đến ngày 31/12/2018VND,numeric__Từ ngày 01/01/2018đến ngày 30/6/2018VND
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Mua hàng > Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí,27.092.269.146,15.619.088.281,27092269146.0,15619088281.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt,Mua hàng > Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt,20.926.492.820,16.784.787.503,20926492820.0,16784787503.0
Viện Dầu khí Việt Nam - Chỉ nhánh Hà Nội,Mua hàng > Viện Dầu khí Việt Nam - Chỉ nhánh Hà Nội,Viện Dầu khí Việt Nam - Chỉ nhánh Hà Nội,12.462.261.176,7.751.224.291,12462261176.0,7751224291.0
Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,Mua hàng > Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí PVOIL Miền Trung,1.650.864.290,1.524.784.239,1650864290.0,1524784239.0
Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,Mua hàng > Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,1.598.085.000,2.214.340.000,1598085000.0,2214340000.0
Tập đoàn Dầu khí Việt Nam,Mua hàng > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,1.538.837.640,-,1538837640.0,
Công ty Cổ phần Đào tạo Kỹ thuật PVD,Mua hàng > Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,335.000.000,178.820.000,335000000.0,178820000.0
Chi nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Mua hàng > Chi nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chi nhánh Tổng Công ty Cổ phần Dịch vụ kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,292.011.200,978.373.166,292011200.0,978373166.0
Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Mua hàng > Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,223.145.400,36.678.000,223145400.0,36678000.0
Công ty Cổ phần Chứng khoán Dầu khí,Mua hàng > Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,198.409.091,-,198409091.0,
Trường Đại học Dầu khí Việt Nam,Mua hàng > Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,170.000.000,-,170000000.0,
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Mua hàng > Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,165.867.382,1.059.259.225,165867382.0,1059259225.0
Công ty Cổ phần Vận tải Dầu khí Đông Dương,Mua hàng > Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương,122.043.000,310.540.200,122043000.0,310540200.0
Chi nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,Mua hàng > Chi nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,Chi nhánh Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí tại Hồ Chí Minh,-,2.526.680.000,,2526680000.0
Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Mua hàng > Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu Sinh học Dầu khí Miền Trung,-,25.414.758,,25414758.0
,,,32.462.265.174.454,27.961.730.935.214,32462265174454.0,27961730935214.0
