row_label_raw,row_label_full,Tên công ty,31/12/2024 > Hạch toán theovốn chủ sở hữuVND,31/12/2024 > Giá trị hợp lýVND,31/12/2024 > Dự phòngVND,1/1/2024 > Hạch toán theovốn chủ sở hữuVND,1/1/2024 > Giá trị hợp lýVND,1/1/2024 > Dự phòngVND,numeric__31/12/2024 > Hạch toán theovốn chủ sở hữuVND,numeric__31/12/2024 > Giá trị hợp lýVND,numeric__31/12/2024 > Dự phòngVND,numeric__1/1/2024 > Hạch toán theovốn chủ sở hữuVND,numeric__1/1/2024 > Giá trị hợp lýVND,numeric__1/1/2024 > Dự phòngVND
▪ Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,▪ Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,46.078.173.106,(*),-,45.606.308.837,(*),-,46078173106.0,,,45606308837.0,,
▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang,-,(*),-,-,(*),-,,,,,,
▪ Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang > ▪ Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,▪ Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,48.383.739.373,(*),-,47.812.472.419,(*),-,48383739373.0,,,47812472419.0,,
▪ Công ty Cổ phần Bia Sài Gòn - Bến Tre,▪ Công ty Cổ phần Bia Sài Gòn - Kiên Giang > ▪ Công ty Cổ phần Bia Sài Gòn - Bến Tre,▪ Công ty Cổ phần Bia Sài Gòn - Bến Tre,27.296.370.024,(*),-,25.693.485.751,(*),-,27296370024.0,,,25693485751.0,,
Đầu tư vào các cơ sở kinh doanh đồng kiểm soát,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát,,,,,,,,,,,,
▪ Công ty TNHH Trung Tâm Mê Linh,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Trung Tâm Mê Linh,▪ Công ty TNHH Trung Tâm Mê Linh,116.330.114.039,(*),-,116.489.270.590,(*),-,116330114039.0,,,116489270590.0,,
▪ Công ty Liên doanh TNHH Crown Sài Gòn,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty Liên doanh TNHH Crown Sài Gòn,▪ Công ty Liên doanh TNHH Crown Sài Gòn,827.689.104.234,(*),-,700.702.322.675,(*),-,827689104234.0,,,700702322675.0,,
▪ Công ty TNHH Thủy tinh Malaya Việt Nam,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Thủy tinh Malaya Việt Nam,▪ Công ty TNHH Thủy tinh Malaya Việt Nam,344.609.214.183,(*),-,316.511.068.418,(*),-,344609214183.0,,,316511068418.0,,
▪ Công ty TNHH Bao bì San Miguel Yamamura Phú Thọ,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Bao bì San Miguel Yamamura Phú Thọ,▪ Công ty TNHH Bao bì San Miguel Yamamura Phú Thọ,64.476.696.449,(*),-,67.001.146.482,(*),-,64476696449.0,,,67001146482.0,,
▪ Công ty TNHH Sản xuất Rượu và Cồn Việt Nam,Đầu tư vào các cơ sở kinh doanh đồng kiểm soát > ▪ Công ty TNHH Sản xuất Rượu và Cồn Việt Nam,▪ Công ty TNHH Sản xuất Rượu và Cồn Việt Nam,16.062.160.950,(*),-,22.831.353.000,(*),-,16062160950.0,,,22831353000.0,,
,,,2.304.838.560.802,,(70.829.555.721),2.230.183.930.616,,(75.707.513.102),2304838560802.0,,-70829555721.0,2230183930616.0,,-75707513102.0
