row_label_raw,row_label_full,col_0,31/12/2023 > Loại tiền,31/12/2023 > Lãi suất năm %,31/12/2023 > Nghìn VND,1/1/2023 > Lãi suất năm %,1/1/2023 > Nghìn VND,numeric__31/12/2023 > Loại tiền,numeric__31/12/2023 > Lãi suất năm %,numeric__31/12/2023 > Nghìn VND,numeric__1/1/2023 > Lãi suất năm %,numeric__1/1/2023 > Nghìn VND
Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),USD,"7,46",21.075.900,-,-,,7.46,21075900.0,,
Khoản vay ngân hàng được đảm bảo (*) (**),Khoản vay ngân hàng được đảm bảo (*) (**),Khoản vay ngân hàng được đảm bảo (*) (**),VND,"6,90 - 7,20",7.720.500,-,-,,,7720500.0,,
Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),USD,-,-,"5,10 - 5,90",25.727.972,,,,,25727972.0
Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),USD,-,-,"4,60 - 7,70",206.931.566,,,,,206931566.0
Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),VND,-,-,"9,30",151.947.330,,,,9.3,151947330.0
Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),USD,-,-,"5,00 - 7,80",7.547.532,,,,,7547532.0
Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),Khoản vay ngân hàng được đảm bảo (*),VND,-,-,"8,40 - 9,30",305.413.750,,,,,305413750.0
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,VND,"4,10 - 5,40",221.224.465,"4,30 - 9,20",50.911.992,,,221224465.0,,50911992.0
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,USD,"6,60 - 7,50",84.784.587,"5,20 - 6,45",58.834.403,,,84784587.0,,58834403.0
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,CNY,"4,35",34.938.669,"4,35",35.299.394,,4.35,34938669.0,4.35,35299394.0
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,CNY,"4,15",34.938.669,-,-,,4.15,34938669.0,,
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,USD,"8,06 - 8,28",19.359.510,"3,05 - 7,42",301.798.142,,,19359510.0,,301798142.0
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,CNY,"3,80",17.468.838,-,-,,3.8,17468838.0,,
Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,Khoản vay ngân hàng không được đảm bảo,USD,"6,60",418.862,-,-,,6.6,418862.0,,
Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,VND,"8,00",616.500.000,"5,00 - 7,00",197.240.000,,8.0,616500000.0,,197240000.0
Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,VND,"8,00",600.000.000,"6,50 - 7,30",600.000.000,,8.0,600000000.0,,600000000.0
Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,Khoản vay bên liên quan không được đảm bảo,VND,"8,00",460.000.000,,-,,8.0,460000000.0,,
,,,,,5.806.499.757,,5.818.241.451,,,5806499757.0,,5818241451.0
