row_label_raw,row_label_full,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,Tỉnh Bình Phước,"49,00%","49,00%",Chế biến gỗ,,0.49,0.49,
- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,Tỉnh Bà Rịa Vũng Tàu,"37,31%","37,00%",Trồng và khai thác cao su,,0.37310000000000004,0.37,
- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,- Công ty Cổ phần Cao su Chư Sê Kampongthom,Tỉnh Gia Lai,"50,90%","49,96%",Trồng và khai thác cao su,,0.509,0.4996,
- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,Tỉnh Gia Lai,"47,49%","47,50%",Trồng và khai thác cao su,,0.47490000000000004,0.475,
- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,- Công ty Cổ phần Cao su Krông Buk - Ratanakiri,Tỉnh Đắk Lắk,"40,46%","40,00%",Trồng và khai thác cao su,,0.4046,0.4,
- Công ty Cổ phần Cao su ChuPrông - Stung Treng,- Công ty Cổ phần Cao su ChuPrông - Stung Treng,- Công ty Cổ phần Cao su ChuPrông - Stung Treng,Tỉnh Gia Lai,"33,64%","49,00%",Trồng và khai thác cao su,,0.33640000000000003,0.49,
- Công ty Cổ phần Cao su TP.Hồ Chí Minh,- Công ty Cổ phần Cao su TP.Hồ Chí Minh,- Công ty Cổ phần Cao su TP.Hồ Chí Minh,Thành phố Hồ Chí Minh,"27,14%","27,14%",Trồng và khai thác cao su,,0.27140000000000003,0.27140000000000003,
- Công ty Cổ phần Cao su Dầu Tiếng Kratie,- Công ty Cổ phần Cao su Dầu Tiếng Kratie,- Công ty Cổ phần Cao su Dầu Tiếng Kratie,Tỉnh Bình Dương,"34,00%","34,00%",Trồng và khai thác cao su,,0.34,0.34,
- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Tỉnh Bình Dương,"42,12%","43,00%",Trồng và khai thác cao su,,0.42119999999999996,0.43,
- Công ty Cổ phần Khu công nghiệp Hồ Nai,- Công ty Cổ phần Khu công nghiệp Hồ Nai,- Công ty Cổ phần Khu công nghiệp Hồ Nai,Tỉnh Đồng Nai,"35,84%","35,84%",Hạ tầng khu công nghiệp,,0.35840000000000005,0.35840000000000005,
- Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Công nghiệp An Điền,Tỉnh Bình Dương,"38,50%","38,50%",Hạ tầng khu Công nghiệp,,0.385,0.385,
