row_label_raw,row_label_full,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,3.028.000.000,21.604.569.731,numeric__Công ty con,numeric__3.028.000.000,numeric__21.604.569.731
Phải thu về tạm ứng vốn điều lệ,- Công ty TNHH MTV Cao su Quảng Nam > Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,,635.252.486.298,1.331.014.620.291,,635252486298.0,1331014620291.0
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,67.297.000.000,31.284.600.000,,67297000000.0,31284600000.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,115.195.000.000,58.788.400.000,,115195000000.0,58788400000.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,10.000.000.000,71.670.000.000,,10000000000.0,71670000000.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,14.000.000.000,41.555.378.443,,14000000000.0,41555378443.0
- Công ty TNHH MTV Cao su Chư Păng,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao su Chư Păng,- Công ty TNHH MTV Cao su Chư Păng,Công ty con,43.299.270.341,78.147.152.678,,43299270341.0,78147152678.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,33.435.911.551,183.800.000.000,,33435911551.0,183800000000.0
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,118.820.259.245,173.733.000.000,,118820259245.0,173733000000.0
- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,10.493.165.313,211.374.868.500,,10493165313.0,211374868500.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,45.034.344.402,75.667.609.797,,45034344402.0,75667609797.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Nam > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,-,4.200.000.000,,,4200000000.0
Công ty TNHH MTV cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Quảng Nam > Công ty TNHH MTV cao su Dầu Tiếng,Công ty TNHH MTV cao su Dầu Tiếng,Công ty con,75.953.000.000,,,75953000000.0,
Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng Nam > Công ty TNHH MTV Cao su Quảng trị,Công ty TNHH MTV Cao su Quảng trị,Công ty con,16.532.708.204,40.859.344.985,,16532708204.0,40859344985.0
Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Quảng Nam > Công ty TNHH MTV Cao su Hà Tĩnh,Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,41.678.765.667,152.758.226.549,,41678765667.0,152758226549.0
Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Quảng Nam > Công ty TNHH MTV Cao su Thanh Hóa,Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,11.378.246.728,36.411.404.552,,11378246728.0,36411404552.0
Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Quảng Nam > Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,12.634.814.847,110.338.564.787,,12634814847.0,110338564787.0
Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam > Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,19.500.000.000,60.426.070.000,,19500000000.0,60426070000.0
