row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày31/12/2021VND,Cho năm tài chínhkết thúc ngày31/12/2020VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2021VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2020VND
- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,- Hoàn nhập chênh lệch tạm thời chi phí dự phòng tài chính chưa được trừ các năm trước,-,(222.371.446.511),,-222371446511.0
- Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,Các khoản điều chỉnh giảm > - Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá do đánh giá chênh lệch tỷ giá cuối năm,(19.818.693.075),(25.504.985.854),-19818693075.0,-25504985854.0
- Hoàn nhập chi phí chưa được khấu trừ năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập chi phí chưa được khấu trừ năm trước,- Hoàn nhập chi phí chưa được khấu trừ năm trước,(2.519.264.161),-,-2519264161.0,
Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,Các khoản điều chỉnh giảm > Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,Các khoản không chịu thuế phát sinh từ cácbút toán điều chỉnh hợp nhất,(62.266.325.878),(93.471.131.562),-62266325878.0,-93471131562.0
Các khoản không chịu thuế,Các khoản điều chỉnh giảm > Các khoản không chịu thuế,Các khoản không chịu thuế,(328.301.004.188),(106.388.428.190),-328301004188.0,-106388428190.0
Tổng điều chỉnh đối với lợi nhuận trước thuế,Các khoản điều chỉnh giảm > Tổng điều chỉnh đối với lợi nhuận trước thuế,Tổng điều chỉnh đối với lợi nhuận trước thuế,(458.862.082.722),(601.009.337.387),-458862082722.0,-601009337387.0
"Thu nhập chịu thuế (""TNCT"") ước tính","Các khoản điều chỉnh giảm > Thu nhập chịu thuế (""TNCT"") ước tính","Thu nhập chịu thuế (""TNCT"") ước tính",1.917.626.631.774,1.352.276.470.672,1917626631774.0,1352276470672.0
- TNCT chịu thuế suất 10%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 10%,- TNCT chịu thuế suất 10%,582.509.183,516.551.497,582509183.0,516551497.0
- TNCT chịu thuế suất 20%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 20%,- TNCT chịu thuế suất 20%,1.917.044.122.591,1.351.759.919.175,1917044122591.0,1351759919175.0
Thuế TNDN hiện hành ước tính trong năm,Các khoản điều chỉnh giảm > Thuế TNDN hiện hành ước tính trong năm,Thuế TNDN hiện hành ước tính trong năm,383.467.075.436,270.403.638.984,383467075436.0,270403638984.0
Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,Các khoản điều chỉnh giảm > Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,-,1.600.000,,1600000.0
Điều chỉnh giảm thuế TNDN 30% theo Nghị định 114/2020/NĐ-CP và Nghị định 92/2021/NĐ-CP của Chinh phủ của các công ty con,Các khoản điều chỉnh giảm > Điều chỉnh giảm thuế TNDN 30% theo Nghị định 114/2020/NĐ-CP và Nghị định 92/2021/NĐ-CP của Chinh phủ của các công ty con,Điều chỉnh giảm thuế TNDN 30% theo Nghị định 114/2020/NĐ-CP và Nghị định 92/2021/NĐ-CP của Chinh phủ của các công ty con,(2.982.951.299),(3.008.763.916),-2982951299.0,-3008763916.0
Thuế TNDN ước tính trong năm,Các khoản điều chỉnh giảm > Thuế TNDN ước tính trong năm,Thuế TNDN ước tính trong năm,380.484.124.137,267.396.475.068,380484124137.0,267396475068.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,72.700.194.809,43.010.561.525,72700194809.0,43010561525.0
Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,Các khoản điều chỉnh giảm > Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,84.786.168,69.098.549,84786168.0,69098549.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh giảm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(338.734.753.436),(237.775.940.333),-338734753436.0,-237775940333.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,114.534.351.678,72.700.194.809,114534351678.0,72700194809.0
