row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
+ Phải thu các đối tượng khác,+ Phải thu các đối tượng khác,+ Phải thu các đối tượng khác,222.227.626.868,-,144.406.480.579,-,222227626868.0,,144406480579.0,
,,,5.165.107.513.969,(87.106.465.624),3.069.744.764.626,(54.276.465.624),5165107513969.0,-87106465624.0,3069744764626.0,-54276465624.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
"- Ký cược, ký quỹ","b.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",13.810.204.720,-,2.370.154.554.651,(23.550.000.000),13810204720.0,,2370154554651.0,-23550000000.0
- Phải thu về Hợp tác kinh doanh,b.1) Chi tiết theo nội dung > - Phải thu về Hợp tác kinh doanh,- Phải thu về Hợp tác kinh doanh,-,-,123.616.800.000,-,,,123616800000.0,
,,,13.810.204.720,-,2.493.771.354.651,(23.550.000.000),13810204720.0,,2493771354651.0,-23550000000.0
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
"- Ký quỹ, ký cược","b.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",13.810.204.720,-,2.320.154.554.651,(23.550.000.000),13810204720.0,,2320154554651.0,-23550000000.0
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (4),12.854.617.500,-,1.069.739.505.010,-,12854617500.0,,1069739505010.0,
+ Công ty TNHH Âu Lạc Quảng Ninh (5),b.2) Chi tiết theo đối tượng > + Công ty TNHH Âu Lạc Quảng Ninh (5),+ Công ty TNHH Âu Lạc Quảng Ninh (5),-,-,314.671.300.000,-,,,314671300000.0,
+ Công ty Cổ phần TID (6),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần TID (6),+ Công ty Cổ phần TID (6),-,-,50.000.000.000,-,,,50000000000.0,
+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (7),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (7),+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (7),-,-,761.441.970.942,-,,,761441970942.0,
+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,-,-,22.550.000.000,(22.550.000.000),,,22550000000.0,-22550000000.0
+ Công ty Cổ phần Khai Sơn (8),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Khai Sơn (8),+ Công ty Cổ phần Khai Sơn (8),-,-,8.000.000.000,-,,,8000000000.0,
