row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Giá trị có thể thu hồi,01/01/2025 > Giá gốc,01/01/2025 > Giá trị có thể thu hồi,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị có thể thu hồi,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị có thể thu hồi
+ Công ty Cổ phần Đầu tư và Giải pháp Sunshine Châu Á,+ Công ty Cổ phần Đầu tư và Giải pháp Sunshine Châu Á,+ Công ty Cổ phần Đầu tư và Giải pháp Sunshine Châu Á,207.543.305,-,207.543.305,-,207543305.0,,207543305.0,
+ Công ty TNHH Đầu tư Địa ốc Time House,+ Công ty TNHH Đầu tư Địa ốc Time House,+ Công ty TNHH Đầu tư Địa ốc Time House,375.055.159,112.516.548,375.055.159,112.516.548,375055159.0,112516548.0,375055159.0,112516548.0
+ Công ty Cổ phần Thương mại và Đầu tư Bất động sản Sen Việt,+ Công ty Cổ phần Thương mại và Đầu tư Bất động sản Sen Việt,+ Công ty Cổ phần Thương mại và Đầu tư Bất động sản Sen Việt,210.919.379,-,210.919.379,-,210919379.0,,210919379.0,
+ Công ty Cổ phần Golf Viễn Đông,+ Công ty Cổ phần Golf Viễn Đông,+ Công ty Cổ phần Golf Viễn Đông,322.035.762,-,322.035.762,-,322035762.0,,322035762.0,
+ Các đối tượng khác,+ Các đối tượng khác,+ Các đối tượng khác,536.461.619,23.289.914,536.461.619,23.289.914,536461619.0,23289914.0,536461619.0,23289914.0
Phải thu khác,Phải thu khác,Phải thu khác,133.257.105.487,46.150.639.863,116.477.105.487,38.650.639.863,133257105487.0,46150639863.0,116477105487.0,38650639863.0
Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,133.257.105.487,46.150.639.863,92.927.105.487,38.650.639.863,133257105487.0,46150639863.0,92927105487.0,38650639863.0
+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,384.300.000,-,384.300.000,-,384300000.0,,384300000.0,
+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,5.391.000.324,-,5.391.000.324,-,5391000324.0,,5391000324.0,
+ Công ty Cổ phần Địa ốc Phú Long,+ Công ty Cổ phần Địa ốc Phú Long,+ Công ty Cổ phần Địa ốc Phú Long,1.470.000.000,-,1.470.000.000,-,1470000000.0,,1470000000.0,
+ Công ty TNHH Đầu tư và Phát triển Lê Phong - Dự án Lê Phong Thuận Giao,+ Công ty TNHH Đầu tư và Phát triển Lê Phong - Dự án Lê Phong Thuận Giao,+ Công ty TNHH Đầu tư và Phát triển Lê Phong - Dự án Lê Phong Thuận Giao,47.031.165.300,-,47.031.165.300,-,47031165300.0,,47031165300.0,
+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,46.150.639.863,46.150.639.863,38.650.639.863,38.650.639.863,46150639863.0,46150639863.0,38650639863.0,38650639863.0
+ Công ty Cổ phần Hateco Thăng Long,+ Công ty Cổ phần Hateco Thăng Long,+ Công ty Cổ phần Hateco Thăng Long,1.200.000.000,-,-,-,1200000000.0,,,
+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,22.550.000.000,-,-,-,22550000000.0,,,
+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,1.000.000.000,-,-,-,1000000000.0,,,
