row_label_raw,row_label_full,Bên liên quan > Cổ đông lớn và các bên liên quan với cổ đông lớn,Các giao dịch > Gửi tiền vào tài khoản và trả lãi tiền gửi > Rút tiền từ tài khoản,Năm nayTriệu đồng > 29.122.406 > 29.874.071,Năm trướcTriệu đồng > 33.797.792 > 36.890.352,numeric__Các giao dịch > Gửi tiền vào tài khoản và trả lãi tiền gửi > Rút tiền từ tài khoản,numeric__Năm nayTriệu đồng > 29.122.406 > 29.874.071,numeric__Năm trướcTriệu đồng > 33.797.792 > 36.890.352
Các công ty con,Các công ty con,Các công ty con,Thu nhập lãi cho vay,48.066,99.028,,48066.0,99028.0
Các công ty con,Các công ty con,Các công ty con,Chi phí lãi tiền gửi,13.710,15.034,,13710.0,15034.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hợp đồng hợp tác hỗ trợ công nghệ thông tin,15.943,13.460,,15943.0,13460.0
Các công ty con,Các công ty con,Các công ty con,Chi phí ủy thác quản lý tài sản,12.085,7.920,,12085.0,7920.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập lãi hợp đồng hoán đổi,31.696,5.952,,31696.0,5952.0
Các công ty con,Các công ty con,Các công ty con,Chỉ phí ủy thác xử lý nợ,-,1.844,,,1844.0
Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Gửi tiền vào tài khoản và trả lãi tiền gửi,49.797.219,22.295.495,,49797219.0,22295495.0
Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Rút tiền từ tài khoản,49.799.278,22.534.291,,49799278.0,22534291.0
Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,"Cho vay, bảo lãnh và thế chấp",127.144,282.791,,127144.0,282791.0
Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thu gốc cho vay,135.476,271.233,,135476.0,271233.0
Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thu nhập lãi cho vay,912,3.804,,912.0,3804.0
Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Phí dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,68.560,-,,68560.0,
Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Lương và thường,52.896,53.997,,52896.0,53997.0
