row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND(Phân loại lại),numeric__2024Triệu VND,numeric__2023Triệu VND(Phân loại lại)
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,
(Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > (Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,(Tăng)/giảm các khoản tiền gửi và cho vay các TCTD khác,(43.925.557),12.923.370,-43925557.0,12923370.0
Giảm/(tăng) các khoản chứng khoán đầu tư,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản chứng khoán đầu tư,Giảm/(tăng) các khoản chứng khoán đầu tư,10.610.466,(21.705.895),10610466.0,-21705895.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(665.151),(135.763),-665151.0,-135763.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,(57.656.519),(34.314.112),-57656519.0,-34314112.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất",(2.941.305),(3.662.477),-2941305.0,-3662477.0
Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,975.493,2.706.422,975493.0,2706422.0
Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,,
Tăng các khoản nợ Chính phủ và NHNNVN,Những thay đổi về nợ hoạt động > Tăng các khoản nợ Chính phủ và NHNNVN,Tăng các khoản nợ Chính phủ và NHNNVN,18.586.891,-,18586891.0,
Tăng tiền gửi và vay các TCTD khác,Những thay đổi về nợ hoạt động > Tăng tiền gửi và vay các TCTD khác,Tăng tiền gửi và vay các TCTD khác,24.560.864,27.473.280,24560864.0,27473280.0
Tăng tiền gửi của khách hàng,Những thay đổi về nợ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,39.731.056,36.453.326,39731056.0,36453326.0
Giảm phát hành giấy tờ có giá,Những thay đổi về nợ hoạt động > Giảm phát hành giấy tờ có giá,Giảm phát hành giấy tờ có giá,(634.357),(7.877.882),-634357.0,-7877882.0
"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Những thay đổi về nợ hoạt động > Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",(1.562),(1.162),-1562.0,-1162.0
(Giảm)/tăng khác về nợ hoạt động,Những thay đổi về nợ hoạt động > (Giảm)/tăng khác về nợ hoạt động,(Giảm)/tăng khác về nợ hoạt động,(1.791.749),5.160.843,-1791749.0,5160843.0
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,Những thay đổi về nợ hoạt động > LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,(1.492.493),29.818.230,-1492493.0,29818230.0
