row_label_raw,row_label_full,Ngày 1 tháng 1 năm 2021,Địa chỉ,% quyền biểu quyết,% sở hữu,Giá gốc VND,Dự phòng giảm giá VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% quyền biểu quyết,numeric__% sở hữu,numeric__Giá gốc VND,numeric__Dự phòng giảm giá VND,numeric__Giá trị hợp lý VND
▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,Đầu tư góp vốn vào:Các công ty con sở hữu trực tiếp > ▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sản Minh Phú,"Thành phố Tokyo, Nhật Bản","100,0%","100,0%",935.000.000,-,(iv),,1.0,1.0,935000000.0,,
▪ Công ty TNHH Kho vận Ebisumo,Đầu tư góp vốn vào:Các công ty con sở hữu trực tiếp > ▪ Công ty TNHH Kho vận Ebisumo,▪ Công ty TNHH Kho vận Ebisumo,"Tỉnh Hậu Giang, Việt Nam","100,0%","100,0%",2.000.000.000,-,(iv),,1.0,1.0,2000000000.0,,
▪ Công ty TNHH Thực phẩm xanh Minh Phú (i),Đầu tư góp vốn vào:Các công ty con sở hữu trực tiếp > ▪ Công ty TNHH Thực phẩm xanh Minh Phú (i),▪ Công ty TNHH Thực phẩm xanh Minh Phú (i),"Tỉnh Kiên Giang, Việt Nam","60,0%","60,0%",5.125.000.000,-,(iv),,0.6,0.6,5125000000.0,,
▪ Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú (i),Đầu tư góp vốn vào:Các công ty con sở hữu trực tiếp > ▪ Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú (i),▪ Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú (i),"Tỉnh Cà Mau, Việt Nam","100,0%","100,0%",353.000.000,-,(iv),,1.0,1.0,353000000.0,,
▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú (i),Đầu tư góp vốn vào:Các công ty con sở hữu trực tiếp > ▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú (i),▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú (i),"Tỉnh Cà Mau, Việt Nam","51,0%","51,0%",-,-,(iv),,0.51,0.51,,,
▪ Công ty Cổ phần Công nghệ Otanics (i),Đầu tư góp vốn vào:Các công ty con sở hữu trực tiếp > ▪ Công ty Cổ phần Công nghệ Otanics (i),▪ Công ty Cổ phần Công nghệ Otanics (i),"Tỉnh Hậu Giang, Việt Nam","98,20%","98,20%",100.000.000.000,-,(iv),,0.982,0.982,100000000000.0,,
▪ Công ty TNHH Thúc ăn Tôm xanh Minh Phú (trước đây là “Công ty TNHH Cảng Minh Phú Hậu Giang”) (iii),▪ Công ty TNHH Thúc ăn Tôm xanh Minh Phú (trước đây là “Công ty TNHH Cảng Minh Phú Hậu Giang”) (iii),▪ Công ty TNHH Thúc ăn Tôm xanh Minh Phú (trước đây là “Công ty TNHH Cảng Minh Phú Hậu Giang”) (iii),,,,,,,,,,,,
Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,Công ty con sở hữu gián tiếp thông qua các công ty con khác,,,,,,
▪ Công ty TNHH Xã hội Chuỗi Tôm Rùng Minh Phú,Công ty con sở hữu gián tiếp thông qua các công ty con khác > ▪ Công ty TNHH Xã hội Chuỗi Tôm Rùng Minh Phú,▪ Công ty TNHH Xã hội Chuỗi Tôm Rùng Minh Phú,"Tỉnh Cà Mau, Việt Nam","79,8%","45,43%",2.500.000.000,-,(iv),,0.7979999999999999,0.4543,2500000000.0,,
,,,,,,3.738.260.328.062,,,,,,3738260328062.0,,
