row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,31/12/2014,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,37.367.253,348.633.007,141.0,,37367253.0,348633007.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,21.437.237.424,28.131.152.785,150.0,,21437237424.0,28131152785.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,3.087.525.970,1.524.269.420,151.0,,3087525970.0,1524269420.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,17.887.768.016,26.144.939.927,152.0,,17887768016.0,26144939927.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,16,461.943.438,461.943.438,153.0,16.0,461943438.0,461943438.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.393.958.176.907,3.780.452.132.127,200.0,,4393958176907.0,3780452132127.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,80.503.492.611,190.975.584.929,220.0,,80503492611.0,190975584929.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,11,77.867.408.385,179.998.614.962,221.0,11.0,77867408385.0,179998614962.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,186.028.181.054,299.683.637.177,222.0,,186028181054.0,299683637177.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(108.160.772.669),(119.685.022.215),223.0,,-108160772669.0,-119685022215.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,12,2.636.084.226,10.976.969.967,227.0,12.0,2636084226.0,10976969967.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,59.059.796.560,66.458.888.530,228.0,,59059796560.0,66458888530.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(56.423.712.334),(55.481.918.563),229.0,,-56423712334.0,-55481918563.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,,198.378.872.071,111.578.280,240.0,,198378872071.0,111578280.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,13,198.378.872.071,111.578.280,242.0,13.0,198378872071.0,111578280.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,,4.113.694.020.815,3.588.347.608.999,250.0,,4113694020815.0,3588347608999.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,14,4.120.302.733.682,3.617.802.733.682,251.0,14.0,4120302733682.0,3617802733682.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,6,5.919.900.000,5.919.900.000,253.0,6.0,5919900000.0,5919900000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,6,(12.528.612.867),(35.375.024.683),254.0,6.0,-12528612867.0,-35375024683.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,1.381.791.410,1.017.359.919,260.0,,1381791410.0,1017359919.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,1.381.791.410,1.017.359.919,261.0,,1381791410.0,1017359919.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,8.550.564.624.765,7.668.265.428.981,270.0,,8550564624765.0,7668265428981.0
