row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2022 VND,01/01/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__01/01/2022 VND
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,134.0,,,
5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,135,9,2.732.352.803.367,2.687.664.213.058,135.0,9.0,2732352803367.0,2687664213058.0
6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,136,7,1.460.342.594.762,1.328.560.614.579,136.0,7.0,1460342594762.0,1328560614579.0
7. Dự phòng các khoản phải thu ngắn hạn khó đòi,7. Dự phòng các khoản phải thu ngắn hạn khó đòi,7. Dự phòng các khoản phải thu ngắn hạn khó đòi,137,10,(2.198.427.913.166),(333.709.533.898),137.0,10.0,-2198427913166.0,-333709533898.0
8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,139,,9.829.635.237,9.829.635.237,139.0,,9829635237.0,9829635237.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,2.374.958.667.687,2.334.041.247.073,140.0,11.0,2374958667687.0,2334041247073.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,2.374.958.667.687,2.334.185.913.073,141.0,,2374958667687.0,2334185913073.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,(144.666.000),149.0,,,-144666000.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,226.334.822.294,211.040.212.318,150.0,,226334822294.0,211040212318.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,21.316.688.127,62.506.570.314,151.0,12.0,21316688127.0,62506570314.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,194.910.013.058,145.936.379.226,152.0,,194910013058.0,145936379226.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,10.108.121.109,2.597.262.778,153.0,19.0,10108121109.0,2597262778.0
4. Giao dịch mua bán lại trái phiếu,4. Giao dịch mua bán lại trái phiếu,4. Giao dịch mua bán lại trái phiếu,154,,-,-,154.0,,,
5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,155,,-,-,155.0,,,
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,12.522.706.700.371,13.899.439.944.775,200.0,,12522706700371.0,13899439944775.0
I- Các khoản phải thu dài hạn,I- Các khoản phải thu dài hạn,I- Các khoản phải thu dài hạn,210,,1.328.282.338.383,1.299.534.887.979,210.0,,1328282338383.0,1299534887979.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,6,772.598.535.161,733.909.756.463,211.0,6.0,772598535161.0,733909756463.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,9,549.956.884.952,558.840.516.746,215.0,9.0,549956884952.0,558840516746.0
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,7,5.726.918.270,6.784.614.770,216.0,7.0,5726918270.0,6784614770.0
7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,219,,-,-,219.0,,,
