row_label_raw,row_label_full,col_0,Mối quan hệ,Từ ngày 09/10/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 08/10/2018,numeric__Mối quan hệ,numeric__Từ ngày 09/10/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 08/10/2018
"Doanh thu phí ủy thác, phí giao nhận","Doanh thu phí ủy thác, phí giao nhận","Doanh thu phí ủy thác, phí giao nhận",,190.733.693,3.793.679.960,,190733693.0,3793679960.0
- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,Công ty con,-,133.064.511,,,133064511.0
- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,63.981.187,282.314.112,,63981187.0,282314112.0
- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Công ty con,35.118.900,216.229.557,,35118900.0,216229557.0
- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,Công ty con,21.409.306,82.856.323,,21409306.0,82856323.0
- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,Công ty con,70.224.300,3.079.215.457,,70224300.0,3079215457.0
"Mua vật tư, hàng hoá và dịch vụ","Mua vật tư, hàng hoá và dịch vụ","Mua vật tư, hàng hoá và dịch vụ",,9.639.116.136,23.414.864.132,,9639116136.0,23414864132.0
- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,- Công ty CP Lương thực Nam Trung Bộ,Công ty con,-,9.209.200.000,,,9209200000.0
- Công ty CP Lương thực thực phẩm Safoco,- Công ty CP Lương thực thực phẩm Safoco,- Công ty CP Lương thực thực phẩm Safoco,Công ty con,10.367.280,15.429.680,,10367280.0,15429680.0
- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,Công ty con,9.628.748.856,9.664.781.952,,9628748856.0,9664781952.0
- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,-,4.525.452.500,,,4525452500.0
- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Công ty con,21.735.167.570,96.001.676.805,,21735167570.0,96001676805.0
- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,- Công ty CP Lương thực TP Hồ Chí Minh,Công ty con,-,5.285.922.000,,,5285922000.0
- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,Công ty con,36.012.562.500,14.354.602.500,,36012562500.0,14354602500.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",,-,54.380.882.300,,,54380882300.0
- Công ty CP Lương thực Thực phẩm Safoco,- Công ty CP Lương thực Thực phẩm Safoco,- Công ty CP Lương thực Thực phẩm Safoco,Công ty con,-,12.185.556.000,,,12185556000.0
- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,- Công ty CP Bao bì Tiền Giang,Công ty con,-,285.600.000,,,285600000.0
- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,- Công ty CP Lương thực Bình Định,Công ty con,-,5.508.000.000,,,5508000000.0
- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,- Công ty CP Xây lắp Cơ khí và Lương thực Thực phẩm,Công ty con,-,4.824.000.000,,,4824000000.0
- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,Công ty con,-,24.065.932.800,,,24065932800.0
- Công ty CP LTTP Colusa – Miliket,- Công ty CP LTTP Colusa – Miliket,- Công ty CP LTTP Colusa – Miliket,Công ty liên kết,-,4.998.216.000,,,4998216000.0
- Công ty CP XNK NSTP An Giang,- Công ty CP XNK NSTP An Giang,- Công ty CP XNK NSTP An Giang,Công ty liên kết,-,2.513.577.500,,,2513577500.0
Phí bảo lãnh vay vốn,Phí bảo lãnh vay vốn,Phí bảo lãnh vay vốn,,-,1.898.630.136,,,1898630136.0
- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,- Công ty CP Xuất nhập khẩu Kiên Giang,Công ty con,-,1.898.630.136,,,1898630136.0
