row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,14.336.420.190.238,16.345.334.397.848,220.0,,14336420190238.0,16345334397848.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,14.333.364.467.464,16.340.489.929.357,221.0,12.0,14333364467464.0,16340489929357.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,42.891.304.952.017,41.893.901.590.433,222.0,,42891304952017.0,41893901590433.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,223,,(28.557.940.484.553),(25.553.411.661.076),223.0,,-28557940484553.0,-25553411661076.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,3.055.722.774,4.844.468.491,227.0,13.0,3055722774.0,4844468491.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,21.823.536.282,21.353.986.282,228.0,,21823536282.0,21353986282.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(18.767.813.508),(16.509.517.791),229.0,,-18767813508.0,-16509517791.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,1.064.574.052.577,865.253.027.542,240.0,,1064574052577.0,865253027542.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,15,1.064.574.052.577,865.253.027.542,242.0,15.0,1064574052577.0,865253027542.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,,2.890.880.282.869,2.962.726.492.115,250.0,,2890880282869.0,2962726492115.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,16.1,2.723.868.213.739,2.777.926.492.115,252.0,161.0,2723868213739.0,2777926492115.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,16.2,184.800.000.000,184.800.000.000,253.0,162.0,184800000000.0,184800000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,16.2,(17.787.930.870),-,254.0,162.0,-17787930870.0,
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,358.721.623.030,406.888.107.558,260.0,,358721623030.0,406888107558.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,302.263.683.566,304.772.846.785,261.0,11.0,302263683566.0,304772846785.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,30.3,56.457.939.464,102.115.260.773,262.0,303.0,56457939464.0,102115260773.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,56.902.290.813.532,58.176.195.336.654,270.0,,56902290813532.0,58176195336654.0
