row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,9.620.365,18.509.527,,9620365.0,18509527.0
(Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(8.778.049),22.893.663,,-8778049.0,22893663.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(19.410),77.402,,-19410.0,77402.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(126.099.803),(121.021.048),,-126099803.0,-121021048.0
"(Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ 11, 12.5, xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ 11, 12.5, xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ 11, 12.5, xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt",12.6,(19.386.840),(19.068.582),126.0,-19386840.0,-19068582.0
(Tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng) khác về tài sản hoạt động,(Tăng) khác về tài sản hoạt động,,(650.504),(718.410),,-650504.0,-718410.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
(Giảm)/Tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > (Giảm)/Tăng các khoản nợ Chính phủ và NHNN,(Giảm)/Tăng các khoản nợ Chính phủ và NHNN,,(14.945.096),16.813.500,,-14945096.0,16813500.0
"(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > (Giảm) các khoản tiền gửi, tiền vay các TCTD khác","(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",,(3.319.137),(15.302.110),,-3319137.0,-15302110.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,140.610.974,138.994.555,,140610974.0,138994555.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,22.981.001,(43.947.068),,22981001.0,-43947068.0
"Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,90.225,573.469,,90225.0,573469.0
(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(505.811),(2.379.805),,-505811.0,-2379805.0
Chi từ quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,23,(379),(515),23.0,-379.0,-515.0
Lưu chuyển tiền thuân từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuân từ hoạt động kinh doanh,Lưu chuyển tiền thuân từ hoạt động kinh doanh,,32.165.083,22.630.290,,32165083.0,22630290.0
