row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Khánh Hà,Công ty Khánh Hà,Công ty Khánh Hà,Công ty con,Lãi vay phải trả,-,548.735.637,,,,548735637.0
Công ty Khánh Hà,Công ty Khánh Hà,Công ty Khánh Hà,Công ty con,Cho vay,4.780.000.000,-,,,4780000000.0,
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Góp vốn,94.980.000.000,443.485.100.000,,,94980000000.0,443485100000.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Dòng tiền quản lý tập trung phải trả,141.167.726.900,251.941.439.260,,,141167726900.0,251941439260.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Dòng tiền quản lý tập trung đã trả,393.107.166.160,250.002.000.202,,,393107166160.0,250002000202.0
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Đi vay,435.000.000.000,-,,,435000000000.0,
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Thanh toán gốc vay,329.000.000.000,-,,,329000000000.0,
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Lãi vay phải trả,5.881.808.221,-,,,5881808221.0,
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Lãi vay đã trả,962.191.782,-,,,962191782.0,
Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty Agrita - Quảng Nam,Công ty con,Doanh thu từ tư vấn quản lý,2.636.636.913,1.348.473.096,,,2636636913.0,1348473096.0
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,Đi vay,231.500.000.000,-,,,231500000000.0,
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,Thanh toán gốc vay,86.000.000.000,-,,,86000000000.0,
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,Cổ tức được chia Doanh thu cung cấp dịch vụ,-,65.176.711.500,,,,65176711500.0
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,Đã thu cung cấp dịch vụ,1.821.020.409,2.340.166.413,,,1821020409.0,2340166413.0
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,Phải trả dòng tiền quản lý tập trung,1.765.909.596,1.197.782.142,,,1765909596.0,1197782142.0
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,Dòng tiền quản lý tập trung đã trả,214.693.885.173,58.482.897.224,,,214693885173.0,58482897224.0
Công ty ZaHưng,Công ty ZaHưng,Công ty ZaHưng,Công ty con,,214.910.370.206,58.266.412.191,,,214910370206.0,58266412191.0
