row_label_raw,row_label_full,col_0,MS,TM,31/12/2022VND,01/01/2022VND,numeric__MS,numeric__TM,numeric__31/12/2022VND,numeric__01/01/2022VND
7. Dự phòng phải thu ngắn hạn khó đòi,TÀI SAN NGAN HẠN > 7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(39.562.950.995),(39.853.665.509),137.0,57.0,-39562950995.0,-39853665509.0
IV. Hàng tồn kho,TÀI SAN NGAN HẠN > IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.8,3.777.947.515.921,3.798.280.395.092,140.0,58.0,3777947515921.0,3798280395092.0
1. Hàng tồn kho,TÀI SAN NGAN HẠN > 1. Hàng tồn kho,1. Hàng tồn kho,141,,3.777.947.515.921,3.798.280.395.092,141.0,,3777947515921.0,3798280395092.0
V. Tài sản ngắn hạn khác,TÀI SAN NGAN HẠN > V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,81.547.740.934,95.205.551.682,150.0,,81547740934.0,95205551682.0
1. Chi phí trả trước ngắn hạn,TÀI SAN NGAN HẠN > 1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,5.9,38.815.718.552,1.648.025.808,151.0,59.0,38815718552.0,1648025808.0
2. Thuế GTGT được khấu trừ,TÀI SAN NGAN HẠN > 2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,42.732.022.382,93.517.128.257,152.0,,42732022382.0,93517128257.0
3. Thuế và các khoản khác phải thu Nhà nước,TÀI SAN NGAN HẠN > 3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.18,-,40.397.617,153.0,518.0,,40397617.0
B - TÀI SẢN DÀI HẠN(200=210+220+240+250+260),TÀI SAN NGAN HẠN > B - TÀI SẢN DÀI HẠN(200=210+220+240+250+260),B - TÀI SẢN DÀI HẠN(200=210+220+240+250+260),200,,3.155.660.499.525,2.846.971.535.938,200.0,,3155660499525.0,2846971535938.0
I. Các khoản phải thu dài hạn,TÀI SAN NGAN HẠN > I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.344.905.000.000,562.713.000.000,210.0,,1344905000000.0,562713000000.0
6. Phải thu dài hạn khác,TÀI SAN NGAN HẠN > 6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,5.6,1.344.905.000.000,562.713.000.000,216.0,56.0,1344905000000.0,562713000000.0
II. Tài sản cố định,TÀI SAN NGAN HẠN > II. Tài sản cố định,II. Tài sản cố định,220,,62.547.583.654,71.310.885.066,220.0,,62547583654.0,71310885066.0
1. Tài sản cố định hữu hình,TÀI SAN NGAN HẠN > 1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.10,61.991.036.540,71.121.919.763,221.0,510.0,61991036540.0,71121919763.0
- Nguyên giá,TÀI SAN NGAN HẠN > - Nguyên giá,- Nguyên giá,222,,88.812.773.298,94.762.550.365,222.0,,88812773298.0,94762550365.0
- Giá trị hao mòn lũy kế,TÀI SAN NGAN HẠN > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(26.821.736.758),(23.640.630.602),223.0,,-26821736758.0,-23640630602.0
3. Tài sản cố định vô hình,TÀI SAN NGAN HẠN > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,5.11,556.547.114,188.965.303,227.0,511.0,556547114.0,188965303.0
- Nguyên giá,TÀI SAN NGAN HẠN > - Nguyên giá,- Nguyên giá,228,,940.007.500,428.507.500,228.0,,940007500.0,428507500.0
- Giá trị hao mòn lũy kế,TÀI SAN NGAN HẠN > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(383.460.386),(239.542.197),229.0,,-383460386.0,-239542197.0
III. Bất động sản đầu tư,TÀI SAN NGAN HẠN > III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,5.12,862.451.045.726,982.984.600.348,230.0,512.0,862451045726.0,982984600348.0
1. Nguyên giá,TÀI SAN NGAN HẠN > 1. Nguyên giá,1. Nguyên giá,231,,1.022.747.575.074,1.131.672.547.578,231.0,,1022747575074.0,1131672547578.0
2. Giá trị hao mòn lũy kế,TÀI SAN NGAN HẠN > 2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(160.296.529.348),(148.687.947.230),232.0,,-160296529348.0,-148687947230.0
IV. Tài sản dở dang dài hạn,TÀI SAN NGAN HẠN > IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.13,35.915.528.603,95.409.150.150,240.0,513.0,35915528603.0,95409150150.0
2. Chi phí xây dựng cơ bản dở dang,TÀI SAN NGAN HẠN > 2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,35.915.528.603,95.409.150.150,242.0,,35915528603.0,95409150150.0
V. Các khoản đầu tư tài chính dài hạn,TÀI SAN NGAN HẠN > V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,5.14,487.371.786.097,777.722.005.719,250.0,514.0,487371786097.0,777722005719.0
"2. Đầu tư vào công ty liên kết, liên doanh","TÀI SAN NGAN HẠN > 2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh",252,,55.946.786.097,474.097.005.719,252.0,,55946786097.0,474097005719.0
3. Đầu tư góp vốn vào đơn vị khác,TÀI SAN NGAN HẠN > 3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,431.425.000.000,303.625.000.000,253.0,,431425000000.0,303625000000.0
VI. Tài sản dài hạn khác,TÀI SAN NGAN HẠN > VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,362.469.555.445,356.831.894.655,260.0,,362469555445.0,356831894655.0
1. Chi phí trả trước dài hạn,TÀI SAN NGAN HẠN > 1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.9,16.450.495.872,8.945.973.214,261.0,59.0,16450495872.0,8945973214.0
2. Tài sản thuế thu nhập hoãn lại,TÀI SAN NGAN HẠN > 2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,12.019.059.573,13.885.921.441,262.0,,12019059573.0,13885921441.0
4. Tài sản dài hạn khác,TÀI SAN NGAN HẠN > 4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,268,5.15,334.000.000.000,334.000.000.000,268.0,515.0,334000000000.0,334000000000.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TÀI SAN NGAN HẠN > TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,9.467.029.609.679,9.578.591.657.942,270.0,,9467029609679.0,9578591657942.0
