row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,104.755.752.520,288.968.808.150,150.0,,104755752520.0,288968808150.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,17.868.964.518,25.612.411.826,151.0,12.0,17868964518.0,25612411826.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,53.728.777.815,232.586.883.004,152.0,,53728777815.0,232586883004.0
3. Thuế và các khoản khác phải thu,3. Thuế và các khoản khác phải thu,3. Thuế và các khoản khác phải thu,153,20,33.158.010.187,30.769.513.320,153.0,20.0,33158010187.0,30769513320.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,22.819.792.141.215,24.310.558.282.571,200.0,,22819792141215.0,24310558282571.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,352.941.856.676,516.697.614.994,210.0,,352941856676.0,516697614994.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,9,352.941.856.676,738.330.485.953,216.0,9.0,352941856676.0,738330485953.0
2. Dự phòng phải thu dài hạn khó đòi,2. Dự phòng phải thu dài hạn khó đòi,2. Dự phòng phải thu dài hạn khó đòi,219,10,-,(221.632.870.959),219.0,10.0,,-221632870959.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,18.989.231.356.738,21.425.504.594.190,220.0,,18989231356738.0,21425504594190.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,18.987.853.462.199,21.391.662.012.735,221.0,13.0,18987853462199.0,21391662012735.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,36.768.825.851.976,35.306.124.967.362,222.0,,36768825851976.0,35306124967362.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(17.780.972.389.777),(13.914.462.954.627),223.0,,-17780972389777.0,-13914462954627.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,-,4.065.636.360,224.0,,,4065636360.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,-,4.065.636.360,225.0,,,4065636360.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,14,1.377.894.539,29.776.945.095,227.0,14.0,1377894539.0,29776945095.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,14.964.055.361,47.687.216.360,228.0,,14964055361.0,47687216360.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(13.586.160.822),(17.910.271.265),229.0,,-13586160822.0,-17910271265.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,-,32.243.749.055,230.0,,,32243749055.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,-,37.252.913.794,231.0,,,37252913794.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,-,(5.009.164.739),232.0,,,-5009164739.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,635.700.153.017,738.370.016.000,240.0,,635700153017.0,738370016000.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,15,635.700.153.017,738.370.016.000,242.0,15.0,635700153017.0,738370016000.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,2.695.061.532.587,1.213.241.827.105,250.0,,2695061532587.0,1213241827105.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,16,2.511.561.532.587,931.107.182.564,252.0,16.0,2511561532587.0,931107182564.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,17,184.800.000.000,298.334.934.259,253.0,17.0,184800000000.0,298334934259.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(1.300.000.000),(16.200.289.718),254.0,,-1300000000.0,-16200289718.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,146.857.242.197,384.500.481.227,260.0,,146857242197.0,384500481227.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,57.906.125.494,105.457.002.016,261.0,12.0,57906125494.0,105457002016.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,18,88.951.116.703,272.718.455.086,262.0,18.0,88951116703.0,272718455086.0
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,-,6.325.024.125,263.0,,,6325024125.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,49.162.925.380.362,46.614.305.497.137,270.0,,49162925380362.0,46614305497137.0
