row_label_raw,row_label_full,02. Đầu tư tài chính,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
Công ty Cổ phần Cao su Bến Thành,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Cao su Bến Thành",Công ty Cổ phần Cao su Bến Thành,63.874.903.724,0,86.235.832.172,63.874.903.724,0,85.353.219.384,63874903724.0,0.0,86235832172.0,63874903724.0,0.0,85353219384.0
Công ty Cổ phần Lộc Khang,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Lộc Khang",Công ty Cổ phần Lộc Khang,0,0,0,810.000.000,0,0,0.0,0.0,0.0,810000000.0,0.0,0.0
Công ty Cổ phần Lộc Thịnh,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Lộc Thịnh",Công ty Cổ phần Lộc Thịnh,36.000.000.000,0,36.000.000.000,36.000.000.000,0,36.000.000.000,36000000000.0,0.0,36000000000.0,36000000000.0,0.0,36000000000.0
Công ty Cổ phần Phú Việt Tín,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Phú Việt Tín",Công ty Cổ phần Phú Việt Tín,12.500.000.000,0,15.182.726.242,12.500.000.000,0,14.947.989.205,12500000000.0,0.0,15182726242.0,12500000000.0,0.0,14947989205.0
Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh",Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,4.500.000.000,0,4.083.737.167,4.500.000.000,0,4.083.737.167,4500000000.0,0.0,4083737167.0,4500000000.0,0.0,4083737167.0
Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Chi sợi Cao su V.R.G SA DO",Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,157.000.000.000,0,77.454.938.871,157.000.000.000,0,111.700.271.725,157000000000.0,0.0,77454938871.0,157000000000.0,0.0,111700271725.0
Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh",Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,7.703.000.000,0,8.171.174.184,7.703.000.000,0,8.259.644.831,7703000000.0,0.0,8171174184.0,7703000000.0,0.0,8259644831.0
02.4. Đầu tư góp vốn vào đơn vị khác,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > 02.4. Đầu tư góp vốn vào đơn vị khác",02.4. Đầu tư góp vốn vào đơn vị khác,318.011.604.396,(3.059.950.000),314.951.654.396,363.385.806.078,(55.530.022.643),307.855.783.435,318011604396.0,-3059950000.0,314951654396.0,363385806078.0,-55530022643.0,307855783435.0
Công ty Cổ phần Tư vấn Xây dựng đô thị KCN Cao su VN,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Tư vấn Xây dựng đô thị KCN Cao su VN",Công ty Cổ phần Tư vấn Xây dựng đô thị KCN Cao su VN,499.950.000,(499.950.000),0,499.950.000,(499.950.000),0,499950000.0,-499950000.0,0.0,499950000.0,-499950000.0,0.0
Công ty Cổ phần Điện Gia Lai,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Công ty Cổ phần Điện Gia Lai",Công ty Cổ phần Điện Gia Lai,10.713.848.990,0,10.713.848.990,9.220.500.000,0,9.220.500.000,10713848990.0,0.0,10713848990.0,9220500000.0,0.0,9220500000.0
Ngân hàng HD,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Ngân hàng HD",Ngân hàng HD,15.862.745.333,0,15.862.745.333,25.000.000.000,0,25.000.000.000,15862745333.0,0.0,15862745333.0,25000000000.0,0.0,25000000000.0
Qũy đầu tư Việt Nam,"02.3. Đầu tư vào công ty liên doanh, liên kết (Tiếp theo) > Qũy đầu tư Việt Nam",Qũy đầu tư Việt Nam,12.214.497.479,0,12.214.497.479,12.600.000.000,0,12.600.000.000,12214497479.0,0.0,12214497479.0,12600000000.0,0.0,12600000000.0
