row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết (%)
- Công ty cổ phần dịch vụ tổng hợp Sài Gòn,Công ty con giãn tiếp > - Công ty cổ phần dịch vụ tổng hợp Sài Gòn,- Công ty cổ phần dịch vụ tổng hợp Sài Gòn,Hồ Chí Minh,"Dịch vụ thương mại, bất động sản, dịch vụ tài chính","54,09%","54,09%",,,0.5409,0.5409
- Công ty TNHH New Energy Holdings,Công ty con giãn tiếp > - Công ty TNHH New Energy Holdings,- Công ty TNHH New Energy Holdings,Hà Nội,Dịch vụ thương mại,"97,84%","97,84%",,,0.9784,0.9784
- Công ty cổ phần ô tô Bắc Âu,Công ty con giãn tiếp > - Công ty cổ phần ô tô Bắc Âu,- Công ty cổ phần ô tô Bắc Âu,Hồ Chí Minh,Dịch vụ thương mại,"54,53%","80,00%",,,0.5453,0.8
- Công ty TNHH ô tô Bắc Âu Sài Gòn,Công ty con giãn tiếp > - Công ty TNHH ô tô Bắc Âu Sài Gòn,- Công ty TNHH ô tô Bắc Âu Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"54,53%","100,00%",,,0.5453,1.0
- Công ty TNHH ô tô Bắc Âu Hà Nội,Công ty con giãn tiếp > - Công ty TNHH ô tô Bắc Âu Hà Nội,- Công ty TNHH ô tô Bắc Âu Hà Nội,Hà Nội,Dịch vụ thương mại,"73,75%","100,00%",,,0.7375,1.0
- Công ty cổ phần Dana,Công ty con giãn tiếp > - Công ty cổ phần Dana,- Công ty cổ phần Dana,Đà Nẵng,Dịch vụ thương mại,"34,38%","59,83%",,,0.34380000000000005,0.5982999999999999
- Công ty cổ phần Dịch vụ Sài Gòn Ô tô,Công ty con giãn tiếp > - Công ty cổ phần Dịch vụ Sài Gòn Ô tô,- Công ty cổ phần Dịch vụ Sài Gòn Ô tô,Hồ Chí Minh,Dịch vụ thương mại,"28,15%","52,05%",,,0.2815,0.5205
- Công ty cổ phần Sài Gòn Ngôi Sao,Công ty con giãn tiếp > - Công ty cổ phần Sài Gòn Ngôi Sao,- Công ty cổ phần Sài Gòn Ngôi Sao,Hồ Chí Minh,Dịch vụ thương mại,"31,02%","57,35%",,,0.3102,0.5735
- Công ty cổ phần OtoS,Công ty con giãn tiếp > - Công ty cổ phần OtoS,- Công ty cổ phần OtoS,Hồ Chí Minh,Dịch vụ thương mại,"43,74%","80,86%",,,0.4374,0.8086
- Công ty cổ phần Ô tô Tây Bắc Sài Gòn,Công ty con giãn tiếp > - Công ty cổ phần Ô tô Tây Bắc Sài Gòn,- Công ty cổ phần Ô tô Tây Bắc Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"54,04%","99,90%",,,0.5404,0.9990000000000001
- Công ty cổ phần Savico Hà Nội,Công ty con giãn tiếp > - Công ty cổ phần Savico Hà Nội,- Công ty cổ phần Savico Hà Nội,Hà Nội,"Dịch vụ thương mại, Bất động sản","67,76%","99,90%",,,0.6776000000000001,0.9990000000000001
- Công ty TNHH Toyota Giải Phóng,Công ty con giãn tiếp > - Công ty TNHH Toyota Giải Phóng,- Công ty TNHH Toyota Giải Phóng,Hà Nội,Dịch vụ thương mại,"34,62%","64,00%",,,0.34619999999999995,0.64
- Công ty cổ phần Savico Đà Nẵng,Công ty con giãn tiếp > - Công ty cổ phần Savico Đà Nẵng,- Công ty cổ phần Savico Đà Nẵng,Đà Nẵng,"Dịch vụ thương mại, Bất động sản","37,86%","70,00%",,,0.3786,0.7
- Công ty cổ phần Đầu tư Đà Nẵng Sơn Trà,Công ty con giãn tiếp > - Công ty cổ phần Đầu tư Đà Nẵng Sơn Trà,- Công ty cổ phần Đầu tư Đà Nẵng Sơn Trà,Đà Nẵng,Bất động sản,"53,17%","98,29%",,,0.5317000000000001,0.9829000000000001
- Công ty TNHH Xe và Thiết bị chuyên dùng Vĩnh Thịnh,Công ty con giãn tiếp > - Công ty TNHH Xe và Thiết bị chuyên dùng Vĩnh Thịnh,- Công ty TNHH Xe và Thiết bị chuyên dùng Vĩnh Thịnh,Bình Phước,Dịch vụ thương mại,"29,75%","55,00%",,,0.2975,0.55
- Công ty cổ phần Ô tô Vĩnh Thịnh,Công ty con giãn tiếp > - Công ty cổ phần Ô tô Vĩnh Thịnh,- Công ty cổ phần Ô tô Vĩnh Thịnh,Bình Dương,Dịch vụ thương mại,"48,68%","90,00%",,,0.4868,0.9
- Công ty TNHH Thương mại Dịch vụ Sài Gòn,Công ty con giãn tiếp > - Công ty TNHH Thương mại Dịch vụ Sài Gòn,- Công ty TNHH Thương mại Dịch vụ Sài Gòn,Cần Thơ,Dịch vụ thương mại,"47,66%","88,12%",,,0.47659999999999997,0.8812000000000001
- Công ty TNHH Toyota Cần Thơ,Công ty con giãn tiếp > - Công ty TNHH Toyota Cần Thơ,- Công ty TNHH Toyota Cần Thơ,Cần Thơ,Dịch vụ thương mại,"34,62%","64,00%",,,0.34619999999999995,0.64
