row_label_raw,row_label_full,col_0,Từ ngày 15/01/2015đến ngày 31/12/2015VND,Từ ngày 01/01/2014đến ngày 14/01/2015VND,numeric__Từ ngày 15/01/2015đến ngày 31/12/2015VND,numeric__Từ ngày 01/01/2014đến ngày 14/01/2015VND
Chi nhánh Viện Dầu khí Việt Nam - Trung tâm ứng dụng và chuyển giao công nghệ,Bán hàng > Chi nhánh Viện Dầu khí Việt Nam - Trung tâm ứng dụng và chuyển giao công nghệ,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm ứng dụng và chuyển giao công nghệ,2.003.660.000,6.672.665.625,2003660000.0,6672665625.0
Công ty Cổ phần Bảo Dương và Sửa Chữa Công Trình Dầu Khí,Bán hàng > Công ty Cổ phần Bảo Dương và Sửa Chữa Công Trình Dầu Khí,Công ty Cổ phần Bảo Dương và Sửa Chữa Công Trình Dầu Khí,6.372.121.961,2.396.498.603,6372121961.0,2396498603.0
Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Bán hàng > Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,4.501.704.308,-,4501704308.0,
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật khoan Dầu khí,Bán hàng > Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật khoan Dầu khí,3.707.156.898,-,3707156898.0,
Công ty TNHH MTV lộc hóa dầu Bình Sơn,Bán hàng > Công ty TNHH MTV lộc hóa dầu Bình Sơn,Công ty TNHH MTV lộc hóa dầu Bình Sơn,300.937.990,-,300937990.0,
Công ty Cổ phần Dầu tư Hạ tầng và Đô thị Dầu khí,Bán hàng > Công ty Cổ phần Dầu tư Hạ tầng và Đô thị Dầu khí,Công ty Cổ phần Dầu tư Hạ tầng và Đô thị Dầu khí,32.138.100.000,-,32138100000.0,
Công ty Cổ phần Dịch vụ Khai thác Dầu khí,Bán hàng > Công ty Cổ phần Dịch vụ Khai thác Dầu khí,Công ty Cổ phần Dịch vụ Khai thác Dầu khí,2.182.168.201,-,2182168201.0,
Tổng Công ty Công nghệ Năng lượng Dầu Khí Việt Nam - Công ty Cổ phần,Bán hàng > Tổng Công ty Công nghệ Năng lượng Dầu Khí Việt Nam - Công ty Cổ phần,Tổng Công ty Công nghệ Năng lượng Dầu Khí Việt Nam - Công ty Cổ phần,5.476.652.067,-,5476652067.0,
Công ty TNHH Bảo hiểm nhân thọ PVI Sunlife,Bán hàng > Công ty TNHH Bảo hiểm nhân thọ PVI Sunlife,Công ty TNHH Bảo hiểm nhân thọ PVI Sunlife,12.374.500.000,22.196.530.000,12374500000.0,22196530000.0
Công ty cổ phần Máy - Thiết bị Dầu khí,Bán hàng > Công ty cổ phần Máy - Thiết bị Dầu khí,Công ty cổ phần Máy - Thiết bị Dầu khí,6.591.233.368,-,6591233368.0,
Trường Cao Đăng Nghề Dầu Khí,Bán hàng > Trường Cao Đăng Nghề Dầu Khí,Trường Cao Đăng Nghề Dầu Khí,2.440.137.149,749.397.950,2440137149.0,749397950.0
Viện Dầu khí Việt Nam,Bán hàng > Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,1.626.319.117,-,1626319117.0,
Công ty Cổ phần Năng lượng Gas miền Trung,Bán hàng > Công ty Cổ phần Năng lượng Gas miền Trung,Công ty Cổ phần Năng lượng Gas miền Trung,21.155.278.117,-,21155278117.0,
Công ty Cổ phần Thương mại Dịch vụ Dầu khí miền Trung,Bán hàng > Công ty Cổ phần Thương mại Dịch vụ Dầu khí miền Trung,Công ty Cổ phần Thương mại Dịch vụ Dầu khí miền Trung,1.417.950.000,-,1417950000.0,
,,,1.985.455.993.466,2.146.670.126.382,1985455993466.0,2146670126382.0
Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,Bán hàng > Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,11.310.086.488,4.821.501.342,11310086488.0,4821501342.0
