row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015,14/01/2015,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__14/01/2015
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,391.329.837.679,199.174.510.906,140.0,10.0,391329837679.0,199174510906.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,392.042.685.352,199.174.510.906,141.0,,392042685352.0,199174510906.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(712.847.673),-,149.0,,-712847673.0,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,42.549.761.040,30.259.557.968,150.0,,42549761040.0,30259557968.0
1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,151,11,22.065.115.079,14.317.038.563,151.0,11.0,22065115079.0,14317038563.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,20.046.317.478,15.762.139.410,152.0,,20046317478.0,15762139410.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,17,438.328.483,180.379.995,153.0,17.0,438328483.0,180379995.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,10.047.262.662.133,11.117.988.685.871,200.0,,10047262662133.0,11117988685871.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,3.000.000,3.000.000,210.0,,3000000.0,3000000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,9,3.000.000,3.000.000,216.0,9.0,3000000.0,3000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,9.848.605.814.914,10.907.368.582.559,220.0,,9848605814914.0,10907368582559.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,9.780.140.333.873,10.861.313.002.487,221.0,12.0,9780140333873.0,10861313002487.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,13.678.066.136.232,13.545.039.880.463,222.0,,13678066136232.0,13545039880463.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(3.897.925.802.359),(2.683.726.877.976),223.0,,-3897925802359.0,-2683726877976.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,68.465.481.041,46.055.580.072,227.0,13.0,68465481041.0,46055580072.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,81.168.329.895,47.157.423.178,228.0,,81168329895.0,47157423178.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(12.702.848.854),(1.101.843.106),229.0,,-12702848854.0,-1101843106.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,95.437.715.195,46.827.865.034,240.0,,95437715195.0,46827865034.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,14,95.437.715.195,46.827.865.034,242.0,14.0,95437715195.0,46827865034.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,103.216.132.024,163.789.238.278,260.0,,103216132024.0,163789238278.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,11,103.216.132.024,163.789.238.278,261.0,11.0,103216132024.0,163789238278.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,14.478.619.241.886,16.643.783.823.855,270.0,,14478619241886.0,16643783823855.0
