row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản : > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(5.971.178.115.653),(7.626.489.663.504),20.0,,-5971178115653.0,-7626489663504.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác",21,,(5.666.666.667),(12.766.370.275),21.0,,-5666666667.0,-12766370275.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác",22,,7.804.735.388,89.781.296.895,22.0,,7804735388.0,89781296895.0
"3. Tiền chi cho vay (tiền gửi, cho vay), mua các công cụ nợ của đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền chi cho vay (tiền gửi, cho vay), mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay (tiền gửi, cho vay), mua các công cụ nợ của đơn vị khác",23,,(2.926.542.452.962),(4.172.394.695.598),23.0,,-2926542452962.0,-4172394695598.0
"4. Tiền thu hồi cho vay (tiền gửi, cho vay), bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi cho vay (tiền gửi, cho vay), bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay (tiền gửi, cho vay), bán lại các công cụ nợ của đơn vị khác",24,,2.929.427.678.158,2.241.815.981.295,24.0,,2929427678158.0,2241815981295.0
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(3.700.000.000),,25.0,,-3700000000.0,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,2.893.613.355.323,8.189.384.151.475,26.0,,2893613355323.0,8189384151475.0
"7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu từ lãi cho vay, cổ tức và lợi nhuận được chia",27,,1.315.166.727.468,812.736.145.102,27.0,,1315166727468.0,812736145102.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,4.210.103.376.708,7.148.556.508.894,30.0,,4210103376708.0,7148556508894.0
