row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
23,STT > 23,23,Công ty TNHH Bất động sản Gia Đức,"Phường Tam Phước, TP.Biên Hoà, Đồng Nai",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
24,STT > 24,24,Công ty TNHH Đầu tư Bất động sản Unity,"Phường 01, Quận 4, TP.HCM",Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
25,STT > 25,25,Công ty TNHH Bất động sản Đà Lạt Valley,"Xã Long Hưng, TP.Biên Hoà, Đồng Nai",Kinh doanh bất động sản,"83,57","83,57","72,62","72,62",,,,83.57,83.57,72.62,72.62
26,STT > 26,26,Công ty TNHH Đầu tư và Phát triển BDS Nova Phúc Nguyên,"Phường 13, Quận 4, TP.HCM",Kinh doanh bất động sản,"99,97","99,97","99,97","99,97",,,,99.97,99.97,99.97,99.97
27,STT > 27,27,Công ty TNHH Nova Property Management,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
28,STT > 28,28,Công ty TNHH Đầu tư Bất động sản Tân Kim Yến,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
29,STT > 29,29,Công ty TNHH Đầu tư và Phát triển Bất động sản An Phát,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
30,STT > 30,30,Công ty TNHH Đầu tư Bất động sản Cao Nguyên Xanh,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
31,STT > 31,31,Công ty TNHH Đầu tư Địa ốc Novaland Đất Tâm,"Phường Võ Thị Sáu, Quận 3, TP.HCM",Kinh doanh bất động sản,"51,00","51,00","51,00","51,00",,,,51.0,51.0,51.0,51.0
32,STT > 32,32,Công ty Cổ phần Địa ốc Ngân Hiệp,"Xã Phước Thuận, Xuyên Mộc, Tỉnh Bà Rịa - Vũng Tàu",Kinh doanh bất động sản,"99,98","99,99","99,98","99,99",,,,99.98,99.99,99.98,99.99
