row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi tiền gửi, trái phiếu và cho vay ngắn hạn",91.280.538.391,15.114.296.049,,91280538391.0,15114296049.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,(3.028.797.609.174),(1.340.114.446.420),,-3028797609174.0,-1340114446420.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,Tiền thu từ phát hành cố phiếu và nhận góp vốn,1.594.384.836.000,-,,1594384836000.0,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ đi vay,15.491.820.691.085,20.726.005.630.841,,15491820691085.0,20726005630841.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay ngắn hạn,(14.936.347.278.385),(19.215.841.932.506),,-14936347278385.0,-19215841932506.0
35,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 35,35,Tiền chi trả nợ gốc thuê tài chính,-,(3.072.616.017),,,-3072616017.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,2.149.858.248.700,1.507.091.082.318,,2149858248700.0,1507091082318.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,448.001.111.788,(392.986.005.491),,448001111788.0,-392986005491.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm3,391.783.760.846,785.479.050.340,,391783760846.0,785479050340.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ánh hưởng của thay đổi tỷ giá hồi đoái quy đối ngoại tệ,(920.762.155),(709.284.003),,-920762155.0,-709284003.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm3,838.864.110.479,391.783.760.846,,838864110479.0,391783760846.0
