row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
- Các đối tượng khác,b.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,85.578.124.835,(1.000.000.000),172.550.250.899,(1.000.000.000),85578124835.0,-1000000000.0,172550250899.0,-1000000000.0
Hợp tác kinh doanh,b.2) Chi tiết theo đối tượng > Hợp tác kinh doanh,Hợp tác kinh doanh,123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (14),b.2) Chi tiết theo đối tượng > - Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (14),- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ (14),123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
,,,1.773.846.744.036,(23.550.000.000),2.127.135.619.985,(23.550.000.000),1773846744036.0,-23550000000.0,2127135619985.0,-23550000000.0
c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,,,,
Ngắn hạn,c) Trong đó: Phải thu khác là các bên liên quan > Ngắn hạn,Ngắn hạn,5.000.000.000,-,500.000.000.000,-,5000000000.0,,500000000000.0,
- Công ty Cổ phần Hồng Lam Xuân Thành,c) Trong đó: Phải thu khác là các bên liên quan > - Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,-,-,500.000.000.000,-,,,500000000000.0,
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,c) Trong đó: Phải thu khác là các bên liên quan > - Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,5.000.000.000,-,-,-,5000000000.0,,,
Dài hạn,c) Trong đó: Phải thu khác là các bên liên quan > Dài hạn,Dài hạn,902.778.348.259,-,1.052.719.984.944,-,902778348259.0,,1052719984944.0,
- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,c) Trong đó: Phải thu khác là các bên liên quan > - Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,902.778.348.259,-,1.052.719.984.944,-,902778348259.0,,1052719984944.0,
,,,907.778.348.259,-,1.552.719.984.944,-,907778348259.0,,1552719984944.0,
