row_label_raw,row_label_full,col_0,YND,VND,numeric__YND,numeric__VND
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830.700.347,12484928340.0,11830700347.0
Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,Ting Cheng ty Dung dditih known ya Hea pham Ddu kkt - Chng ty cdo phan,1.2.484.928.340,11.830,12484928340.0,11830.0
