row_label_raw,row_label_full,Phat tra ngutot bbn,1.638.920.068.328,2.439.989.396.112,numeric__1.638.920.068.328,numeric__2.439.989.396.112
Viwan Dau kht Viet Nam,Viwan Dau kht Viet Nam,Viwan Dau kht Viet Nam,8.730.700,44.779.533.292,8730700.0,44779533292.0
Cingy tvc phan Pwlt,Cingy tvc phan Pwlt,Cingy tvc phan Pwlt,488.191.3304,1.053.805.336.343,4881913304.0,1053805336343.0
Tong Chng Ty Kht Viet Nam - Cngy Ty Cd Phan,Tong Chng Ty Kht Viet Nam - Cngy Ty Cd Phan,Tong Chng Ty Kht Viet Nam - Cngy Ty Cd Phan,488.191.3304,1.053.805.336.343,4881913304.0,1053805336343.0
Cingy tvc phan Quan ly va Kaht triac Tiel san Dau kht,Cingy tvc phan Quan ly va Kaht triac Tiel san Dau kht,Cingy tvc phan Quan ly va Kaht triac Tiel san Dau kht,-,634.792.503,,634792503.0
Ngetot mua tra tiar teuc,Ngetot mua tra tiar teuc,Ngetot mua tra tiar teuc,2.161.915.000,2.161.915.000,2161915000.0,2161915000.0
Ting Chng cao dang Naghe Dau kht,Ting Chng cao dang Naghe Dau kht,Ting Chng cao dang Naghe Dau kht,2.161.915.000,2.161.915.000,2161915000.0,2161915000.0
Chil phi phal tira,Chil phi phal tira,Chil phi phal tira,104.609.080.326,1.283.084.876.955,104609080326.0,1283084876955.0
Ting Chng cao dang Naghe Dau kht,Ting Chng cao dang Naghe Dau kht,Ting Chng cao dang Naghe Dau kht,2.161.915.000,2.161.915.000,2161915000.0,2161915000.0
Chi intianhi Ting Chng ty Kht Viet Nam - Cngy tv cd Phan - Cngy tv Yan chuyuen,Chi intianhi Ting Chng ty Kht Viet Nam - Cngy tv cd Phan - Cngy tv Yan chuyuen,Chi intianhi Ting Chng ty Kht Viet Nam - Cngy tv cd Phan - Cngy tv Yan chuyuen,103.053.985.514,1.283.084.876.955,103053985514.0,1283084876955.0
Tarp doan dBu kht Viet Nam,Tarp doan dBu kht Viet Nam,Tarp doan dBu kht Viet Nam,1.555.094.812,-,1555094812.0,
PhiI tira Khac,PhiI tira Khac,PhiI tira Khac,279.761.182.656,567.538.368.241,279761182656.0,567538368241.0
Tarp doan dBu kht Viet Nam,Tarp doan dBu kht Viet Nam,Tarp doan dBu kht Viet Nam,-,4.326.000.000,,4326000000.0
Cingy tvc phan PVL,Cingy tvc phan PVL,Cingy tvc phan PVL,4.326.000.000,4.326.000.000,4326000000.0,4326000000.0
Tarp doan dBu kht Viet Nam,Tarp doan dBu kht Viet Nam,Tarp doan dBu kht Viet Nam,252.636.545.923,556.491.691.416,252636545923.0,556491691416.0
Cingy tvc phan Myl - Triet Bi Dau kht,Cingy tvc phan Myl - Triet Bi Dau kht,Cingy tvc phan Myl - Triet Bi Dau kht,-,2.988.140.927,,2988140927.0
Cangy tvc phan May - Triet Bi Dau kht,Cangy tvc phan May - Triet Bi Dau kht,Cangy tvc phan May - Triet Bi Dau kht,-,2.988.140.927,,2988140927.0
Cangy tvc phan Ddit yv Ky thuut Diun Itc Dau kht Viet Nam,Cangy tvc phan Ddit yv Ky thuut Diun Itc Dau kht Viet Nam,Cangy tvc phan Ddit yv Ky thuut Diun Itc Dau kht Viet Nam,-,509.402.600,,509402600.0
Cingy tvc phan Ddit yv Ky thuut Diun Itc Dau kht Viet Nam,Cingy tvc phan Ddit yv Ky thuut Diun Itc Dau kht Viet Nam,Cingy tvc phan Ddit yv Ky thuut Diun Itc Dau kht Viet Nam,-,822.265.080,,822265080.0
Cingy Quan ly Dvt an Dien Itc Dau kht Vieng Ang - Quing Trach,Cingy Quan ly Dvt an Dien Itc Dau kht Vieng Ang - Quing Trach,Cingy Quan ly Dvt an Dien Itc Dau kht Vieng Ang - Quing Trach,22.798.635.733,-,22798635733.0,
Ban Quan ly Dvt an Dien Itc Dau kht Vieng Ang - Quing Trach,Ban Quan ly Dvt an Dien Itc Dau kht Vieng Ang - Quing Trach,Ban Quan ly Dvt an Dien Itc Dau kht Vieng Ang - Quing Trach,22.798.635.733,-,22798635733.0,
Cingy thanh Ting Chng ty Kht Viet Nam,Cingy thanh Ting Chng ty Kht Viet Nam,Cingy thanh Ting Chng ty Kht Viet Nam,-,2.988.140.927,,2988140927.0
