row_label_raw,row_label_full,"A.7.22. Phải trả cổ tức, gốc và lãi trái phiếu- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn",Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
A.7.25. Phải trả người bán,A.7.25. Phải trả người bán,A.7.25. Phải trả người bán,Số cuối năm,Số đầu năm,,
Công ty Cổ phần Xây dựng P.E.N.T.H.O.U.S.E,A.7.25. Phải trả người bán > Công ty Cổ phần Xây dựng P.E.N.T.H.O.U.S.E,Công ty Cổ phần Xây dựng P.E.N.T.H.O.U.S.E,135.000.000,135.000.000,135000000.0,135000000.0
Công ty TNHH phần mềm FPT,A.7.25. Phải trả người bán > Công ty TNHH phần mềm FPT,Công ty TNHH phần mềm FPT,94.400.000,,94400000.0,
Công ty Cổ Phần DV Công Nghệ TSC VN,A.7.25. Phải trả người bán > Công ty Cổ Phần DV Công Nghệ TSC VN,Công ty Cổ Phần DV Công Nghệ TSC VN,85.322.500,4.320.000,85322500.0,4320000.0
Công ty TNHH Phần mềm Kỷ Nguyên Số,A.7.25. Phải trả người bán > Công ty TNHH Phần mềm Kỷ Nguyên Số,Công ty TNHH Phần mềm Kỷ Nguyên Số,75.950.000,,75950000.0,
Công ty TNHH TM&DV Green Star Hà Nội,A.7.25. Phải trả người bán > Công ty TNHH TM&DV Green Star Hà Nội,Công ty TNHH TM&DV Green Star Hà Nội,25.500.000,,25500000.0,
CN Công ty TNHH Lavie -Tại Hà Nội,A.7.25. Phải trả người bán > CN Công ty TNHH Lavie -Tại Hà Nội,CN Công ty TNHH Lavie -Tại Hà Nội,10.540.800,,10540800.0,
Công ty TNHH Dịch Vụ Kho Vận Als,A.7.25. Phải trả người bán > Công ty TNHH Dịch Vụ Kho Vận Als,Công ty TNHH Dịch Vụ Kho Vận Als,9.771.858,,9771858.0,
Chi nhánh Công ty cổ phần Hai bốn bày tại Hà Nội,A.7.25. Phải trả người bán > Chi nhánh Công ty cổ phần Hai bốn bày tại Hà Nội,Chi nhánh Công ty cổ phần Hai bốn bày tại Hà Nội,4.141.309,,4141309.0,
Chi Nhánh Đà Nẵng - Công ty Cổ Phần Viễn Thông FPT,A.7.25. Phải trả người bán > Chi Nhánh Đà Nẵng - Công ty Cổ Phần Viễn Thông FPT,Chi Nhánh Đà Nẵng - Công ty Cổ Phần Viễn Thông FPT,896.500,,896500.0,
Công ty TNHH Mai Linh Đà Nẵng,A.7.25. Phải trả người bán > Công ty TNHH Mai Linh Đà Nẵng,Công ty TNHH Mai Linh Đà Nẵng,561.000,,561000.0,
Tổng Công ty Đầu tư tài chính Hà Thành,A.7.25. Phải trả người bán > Tổng Công ty Đầu tư tài chính Hà Thành,Tổng Công ty Đầu tư tài chính Hà Thành,,59.966.040,,59966040.0
Công ty TNHH Vận Tài Công Nghệ Mai Linh Hà Nội,A.7.25. Phải trả người bán > Công ty TNHH Vận Tài Công Nghệ Mai Linh Hà Nội,Công ty TNHH Vận Tài Công Nghệ Mai Linh Hà Nội,,5.208.000,,5208000.0
Công ty TNHH Truyền Thông Sài Gòn HD,A.7.25. Phải trả người bán > Công ty TNHH Truyền Thông Sài Gòn HD,Công ty TNHH Truyền Thông Sài Gòn HD,,12.960.000,,12960000.0
Công ty TNHH Hệ thống thông tin FPT,A.7.25. Phải trả người bán > Công ty TNHH Hệ thống thông tin FPT,Công ty TNHH Hệ thống thông tin FPT,,332.688.092,,332688092.0
Công ty TNHH Dịch vụ tin học FPT,A.7.25. Phải trả người bán > Công ty TNHH Dịch vụ tin học FPT,Công ty TNHH Dịch vụ tin học FPT,,575.886.130,,575886130.0
Công ty CP Truyền Thông Tổng Hợp 24,A.7.25. Phải trả người bán > Công ty CP Truyền Thông Tổng Hợp 24,Công ty CP Truyền Thông Tổng Hợp 24,,12.960.000,,12960000.0
Công,A.7.25. Phải trả người bán > Công,Công,442.083.967,1.138.988.262,442083967.0,1138988262.0
"A.7.26. Phải trả, phải nộp khác","A.7.26. Phải trả, phải nộp khác","A.7.26. Phải trả, phải nộp khác",Số cuối năm,Số đầu năm,,
- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn,"A.7.26. Phải trả, phải nộp khác > - Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn",- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn,4.019.015.500,3.871.312.500,4019015500.0,3871312500.0
- Phải trả các Ngân hàng (đặt cọc thực hiện hợp đồng môi giới trái phiếu Chính phủ và các chứng chỉ tiền gửi),"A.7.26. Phải trả, phải nộp khác > - Phải trả các Ngân hàng (đặt cọc thực hiện hợp đồng môi giới trái phiếu Chính phủ và các chứng chỉ tiền gửi)",- Phải trả các Ngân hàng (đặt cọc thực hiện hợp đồng môi giới trái phiếu Chính phủ và các chứng chỉ tiền gửi),1.300.000.000.000,500.000.000.000,1300000000000.0,500000000000.0
- Phải trả phải nộp khác,"A.7.26. Phải trả, phải nộp khác > - Phải trả phải nộp khác",- Phải trả phải nộp khác,2.120.615.595,3.990.515.773,2120615595.0,3990515773.0
Công,"A.7.26. Phải trả, phải nộp khác > Công",Công,1.306.139.631.095,507.861.828.273,1306139631095.0,507861828273.0
