row_label_raw,row_label_full,col_0,col_1,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2020Triệu VND,numeric__col_1,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2020Triệu VND
14,Những thay đổi về tài sản hoạt động > 14,14,Giảm khác về tài sản hoạt động,702.720,219.062,,702720.0,219062.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Giảm các khoản nợ Chính phủ và Ngân hàng Nhà nước,-,(3.074.100),,,-3074100.0
16,Những thay đổi về công nợ hoạt động > 16,16,"Tăng/(giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng khác",3.329.536,(1.551.464),,3329536.0,-1551464.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,44.828.880,38.020.830,,44828880.0,38020830.0
18,Những thay đổi về công nợ hoạt động > 18,18,Tăng phát hành giấy tờ có giá,1.397.800,12.707.480,,1397800.0,12707480.0
19,Những thay đổi về công nợ hoạt động > 19,19,"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",(39.442),(3.946),,-39442.0,-3946.0
20,Những thay đổi về công nợ hoạt động > 20,20,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,(38.198),,,-38198.0
21,Những thay đổi về công nợ hoạt động > 21,21,Tăng khác về công nợ hoạt động,867.925,292.277,,867925.0,292277.0
22,Những thay đổi về công nợ hoạt động > 22,22,Chỉ từ các quỹ của tổ chức tín dụng,(1.156),(1.327),,-1156.0,-1327.0
L'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,Những thay đổi về công nợ hoạt động > L'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,L'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,10.666.774,5.723.644,,10666774.0,5723644.0,
