row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
"Góp vốn, đầu tư dài hạn (i)","Tài sản > Góp vốn, đầu tư dài hạn (i)","Góp vốn, đầu tư dài hạn (i)",-,-,-,-,-,-,1.908.027,1.908.027,,,,,,,1908027.0,1908027.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,3.734.392,3.734.392,,,,,,,3734392.0,3734392.0
Tài sản Có khác (i),Tài sản > Tài sản Có khác (i),Tài sản Có khác (i),225.238,-,7.134.490,-,88.425,478.430,165.700,8.092.283,225238.0,,7134490.0,,88425.0,478430.0,165700.0,8092283.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.908.897,482.977,80.571.223,53.228.343,128.167.419,42.682.049,139.172.536,446.213.444,1908897.0,482977.0,80571223.0,53228343.0,128167419.0,42682049.0,139172536.0,446213444.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,21.911.189,325.747,285.072,7.749,462,22.530.219,,,21911189.0,325747.0,285072.0,7749.0,462.0,22530219.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,171.038.242,65.048.624,110.205.415,7.030.412,-,353.322.693,,,171038242.0,65048624.0,110205415.0,7030412.0,,353322693.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,88,6.589,21.205,66.175,22.648,116.705,,,88.0,6589.0,21205.0,66175.0,22648.0,116705.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.199.883,-,7.693.365,8.429.865,3.283.584,21.606.697,,,2199883.0,,7693365.0,8429865.0,3283584.0,21606697.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,9.594.792,-,-,-,-,9.594.792,,,9594792.0,,,,,9594792.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,204.744.194,65.380.960,118.205.057,15.534.201,3.306.694,407.171.106,,,204744194.0,65380960.0,118205057.0,15534201.0,3306694.0,407171106.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.908.897,482.977,(124.172.971),(12.152.617),9.962.362,27.147.848,135.865.842,39.042.338,1908897.0,482977.0,-124172971.0,-12152617.0,9962362.0,27147848.0,135865842.0,39042338.0
